x;y;total_temperature
0.025966249;-0.0016163415;7325.854
0.026303474;-0.0013203805;6903.2988
0.026640674;-0.001024443;7117.7998
0.026977839;-0.00072852848;7537.5835
0.027314968;-0.00043264433;7336.8701
0.020910898;-0.0016181236;7501.3491
0.021247797;-0.0019139198;7476.1548
0.021921547;-0.0025053814;7658.6431
0.022258407;-0.002801056;7720.5332
0.024280449;-0.0028002253;7734.5557
0.024617547;-0.0025043795;7717.0708
0.024954695;-0.0022085169;7427.8564
0.025291933;-0.0019125352;7395.4082
0.025629172;-0.0016165465;7328.0337
0.025966398;-0.0013205737;6910.8647
0.026303608;-0.0010246228;7102.8203
0.026640791;-0.00072869548;7528.312
0.02697794;-0.00043279672;7302.6724
0.021247974;-0.0016180455;7479.6499
0.021584855;-0.0019138249;7459.9038
0.02192172;-0.0022095602;7345.5791
0.022258578;-0.0025052561;7668.8682
0.022595432;-0.0028009173;7724.9502
0.023943452;-0.0028003638;7729.3115
0.024280567;-0.0025045048;7696.7681
0.024617665;-0.002208669;7414.5718
0.024954867;-0.0019127452;7434.4614
0.025292102;-0.0016167479;7354.7666
0.025629332;-0.0013207647;6921.8716
0.025966547;-0.0010248;7099.0913
0.026303744;-0.0007288598;7512.9121
0.026640913;-0.00043294585;7295.2124
0.02158503;-0.0016179674;7479.1382
0.021921894;-0.0019137301;7454.5405
0.022258746;-0.0022094494;7334.9434
0.022595596;-0.0025051308;7678.6318
0.022932446;-0.002800779;7729.3174
0.023606453;-0.0028005019;7731.5737
0.023943581;-0.00250463;7681.9424
0.02428068;-0.0022087849;7386.7114
0.024617817;-0.0019129294;7440.2568
0.024955045;-0.001616945;7379.9229
0.025292274;-0.0013209514;6934.2188
0.025629494;-0.0010249747;7099.5605
0.025966698;-0.00072902022;7512.6284
0.026303882;-0.00043309285;7280.166
0.021922067;-0.0016178894;7461.5874
0.022258915;-0.0019136348;7447.0825
0.022595759;-0.0022093388;7369.043
0.022932602;-0.0025050058;7686.7949
0.023269452;-0.0028006407;7730.062
0.023606593;-0.002504755;7685.4932
0.023943709;-0.0022088957;7386.8091
0.024280805;-0.0019130611;7410.3076
0.024617994;-0.0016171387;7381.8594
0.024955224;-0.0013211351;6947.7466
0.025292449;-0.0010251463;7082.2773
0.025629658;-0.00072917738;7504.4258
0.025966857;-0.00043323659;7282.7339
0.022259085;-0.0016178114;7438.3662
0.022595923;-0.0019135398;7484.21
0.02293276;-0.002209228;7372.5972
0.023269601;-0.0025048805;7683.9575
0.023606732;-0.0022090063;7381.376
0.023943836;-0.0019131599;7418.0107
0.024280962;-0.0016173064;7375.4707
0.02461818;-0.0013213162;6944.2583
0.024955407;-0.0010253156;7085.2686
0.025292626;-0.00072933279;7470.8354
0.02562983;-0.0004333746;7267.4761
0.022596087;-0.0016177333;7453.772
0.022932917;-0.0019134448;7423.0791
0.02326975;-0.0022091174;7373.8237
0.023606872;-0.0019132548;7460.8462
0.023943972;-0.0016174191;7373.7197
0.024281146;-0.0013214948;6940.0571
0.024618372;-0.0010254825;7078.479
0.024955597;-0.000729486;7452.3857
0.025292804;-0.0004335104;7226.9688
0.022933073;-0.0016176554;7441.4248
0.023269899;-0.0019133498;7455.4033
0.02360701;-0.0016174994;7411.729
0.023944128;-0.0013216455;6836.2642
0.024281343;-0.0010256472;7076.5239
0.024618568;-0.00072963722;7444.416
0.024955785;-0.00043364696;7210.0425
0.023270048;-0.0016175774;7411.7808
0.023607152;-0.0013217379;6948.4873
0.023944318;-0.0010258099;7066.4126
0.024281546;-0.00072978745;7441.8638
0.024618767;-0.00043378246;7181.8452
0.023270197;-0.0013217984;6859.1704
0.02360731;-0.0010259415;7072.1143
0.023944527;-0.00072993687;7429.3169
0.024281755;-0.00043391733;7208.8872
0.023270346;-0.0010260122;7060.1396
0.023607507;-0.00073008356;7418.5527
0.023944741;-0.00043405144;7187.46
0.022933388;-0.0010260525;7071.0859
0.023270512;-0.00073019153;7414.2993
0.023607727;-0.00043418424;7170.9424
0.022596415;-0.0010260928;7066.8813
0.022933546;-0.00073023693;7407.0542
0.023270715;-0.00043430889;7143.6426
0.022259424;-0.0010261331;7047.7734
0.022596579;-0.00073025655;7407.1924
0.022933718;-0.00043438841;7156.5244
0.021922411;-0.0010261734;7064.0059
0.022259591;-0.00073027617;7393.6753
0.022596743;-0.0004344082;7149.0068
0.021585379;-0.0010262138;7067.6777
0.021922585;-0.00073029572;7377.542
0.022259761;-0.00043440587;7133.8999
0.021248326;-0.0010262541;7052.748
0.021585556;-0.0007303154;7372.1147
0.021922758;-0.00043440354;7118.4927
0.020911248;-0.0010262944;7062.4678
0.021248503;-0.00073033496;7363.5044
0.021585729;-0.00043440121;7088.3364
0.020574145;-0.0010263347;7055.8081
0.020911423;-0.00073035457;7345.543
0.021248676;-0.00043439891;7108.1284
0.020237016;-0.001026375;7043.5967
0.020574318;-0.00073037419;7333.896
0.020911599;-0.00043439656;7091.1973
0.019899856;-0.0010264154;7040.311
0.020237185;-0.0007303938;7325.9209
0.020574491;-0.00043439423;7079.4644
0.019562667;-0.0010264558;7037.061
0.01990002;-0.00073041342;7324.4229
0.020237353;-0.00043439196;7072.5313
0.019225445;-0.0010264961;7034.0518
0.019562826;-0.00073043304;7307.5947
0.019900184;-0.00043438957;7060.6597
0.018888189;-0.0010265363;7039.0342
0.019225594;-0.00073045265;7321.6074
0.019562982;-0.0004343873;7051.9194
0.01855091;-0.0010265969;7022.3877
0.018888332;-0.00073049311;7300.498
0.019225746;-0.00043440278;7038.1592
0.01821362;-0.001026698;7008.501
0.018551052;-0.00073058088;7293.3486
0.018888485;-0.00043446675;7028.165
0.017876312;-0.001026819;7014.6431
0.018213753;-0.00073069427;7278.5718
0.018551201;-0.00043456588;7015.1992
0.017538983;-0.0010269383;7017.7646
0.017876435;-0.00073080405;7257.481
0.018213892;-0.00043466908;7000.8647
0.017201632;-0.0010270558;7044.2471
0.017539099;-0.00073090999;7254.1299
0.017876565;-0.00043476891;6990.1733
0.016864259;-0.0010271715;7012.709
0.017201744;-0.00073101418;7250.5508
0.01753922;-0.0004348653;6982.334
0.016526859;-0.0010272879;7000.3286
0.016864361;-0.00073111674;7230.7178
0.017201852;-0.00043495782;6969.9321
0.016189439;-0.0010274007;6994.8618
0.016526956;-0.00073121471;7206.6206
0.016864471;-0.00043503789;6959.9634
0.015852014;-0.0010275096;6994.1616
0.016189527;-0.00073131401;7208.5605
0.01652706;-0.00043511609;6945.4814
0.015514593;-0.0010276189;6995.7026
0.015852083;-0.00073141494;7191.5044
0.016189616;-0.00043520672;6938.835
0.015177192;-0.0010277262;7004.8374
0.01551465;-0.00073151157;7181.0249
0.015852155;-0.00043529909;6925.6284
0.014164708;-0.0010280338;7195.5396
0.014839814;-0.0010278313;7032.688
0.015177238;-0.00073160627;7178.7026
0.015514709;-0.00043538481;6922.6216
0.014164715;-0.00073187554;7412.0864
0.014502457;-0.001027934;7109.415
0.014839847;-0.00073169876;7194.6348
0.015177284;-0.00043546592;6923.3472
0.014164724;-0.00043569005;7570.3179
0.014502478;-0.00073178863;7267.8076
0.014839882;-0.00043554479;6997.498
0.014164735;-0.00013948027;7638.0898
0.014502501;-0.00043561732;7256.3218
0.014164742;0.0001567499;7721.5732
0.014502531;-0.00013941573;7314.4985
0.014164749;0.00045299678;7509.8354
0.014502558;0.00015680518;7532.6924
0.014502579;0.00045303255;7411.73
0.014839971;0.00015685326;7345.1992
0.014840016;0.00045307458;7303.6045
0.015177392;0.00015689005;7272.3501
0.01517746;0.00045310834;7244.3013
0.01551484;0.00015693909;7249.2988
0.015514918;0.00045313599;7268.1865
0.015852315;0.00015700303;7244.6558
0.015852399;0.00045317574;7232.9097
0.016189799;0.0001570679;7233.7773
0.016189894;0.00045322446;7204.7554
0.016527269;0.00015713363;7222.7065
0.016527373;0.00045327391;7180.0654
0.016864717;0.00015720016;7205.1411
0.016864829;0.00045332403;7181.6592
0.017202122;0.00015725615;7196.7285
0.017202251;0.00045337476;7159.0132
0.01753949;0.00015730405;7199.3774
0.017539635;0.00045341701;7158.8706
0.017876845;0.00015736429;7192.1611
0.01787699;0.00045345328;7140.8066
0.018214183;0.00015743441;7175.0317
0.018214326;0.00045349938;7140.1353
0.018551497;0.0001575052;7191.3516
0.018551644;0.0004535529;7123.3667
0.01888879;0.00015757667;7147.02
0.018888939;0.00045360695;7116.1504
0.019226061;0.00015764881;7123.8467
0.019226212;0.00045366155;7080.3091
0.019563306;0.00015770666;7173.0566
0.019563461;0.00045371661;7104.8262
0.019900516;0.00015771521;7142.4648
0.019900681;0.00045375226;7101.4102
0.020237692;0.00015767725;7128.3882
0.020237863;0.0004537316;7081.8701
0.020574838;0.00015762744;7117.2217
0.020575009;0.00045366536;7073.2002
0.020911947;0.00015757763;7109.4341
0.020912124;0.00045359027;7065.6597
0.02124903;0.00015752781;7099.5313
0.021249205;0.00045351515;7043.1216
0.021586081;0.00015747802;7087.6055
0.021586254;0.00045344007;7053.1187
0.021923102;0.00015742821;7084.7788
0.021923283;0.00045337598;7027.8149
0.022260109;0.00015739308;7078.7935
0.022260312;0.00045336338;7045.1162
0.022597123;0.00015741221;7072.8555
0.022597346;0.00045341271;7012.0664
0.022934146;0.00015748765;7063.4448
0.022934377;0.00045348375;6997.9565
0.023271164;0.00015758029;7060.3965
0.023271395;0.00045355549;6986.0054
0.023608178;0.00015767387;7054.2031
0.023608409;0.00045362796;6984.2036
0.023945186;0.00015776842;7048.541
0.023945412;0.00045370124;6977.2905
0.024282191;0.00015786391;7025.2246
0.024282411;0.00045377531;6958.1763
0.02461919;0.00015796046;7013.7031
0.024619402;0.00045384865;6952.6094
0.024956189;0.00015805603;7026.1865
0.024956394;0.00045392106;6949.0195
0.025293186;0.00015815048;7023.0288
0.02529338;0.00045399644;6943.0508
0.025630184;0.00015824883;7020.4575
0.025630362;0.00045407526;6931.2056
0.025967175;0.0001583515;7015.0928
0.025967339;0.00045415532;6926.9946
0.026304167;0.0001584557;6996.0024
0.026304314;0.00045423667;6914.7021
0.026641158;0.00015856168;7024.3716
0.026641289;0.0004543197;6916.8003
0.02697815;0.00015866976;6992.6919
0.026978258;0.00045440605;6912.8281
0.027315134;0.0001587825;6990.1104
0.027315218;0.0004544977;6904.8379
0.027652113;0.00015890172;7008.7837
0.027652176;0.00045459386;6927.3154
0.027989086;0.00015902649;7021.5923
0.028326618;0.00045481091;7277.3994
0.027989129;0.00045469613;7062.5015
0.028326634;0.00075045769;7336.0347
0.027989175;0.00075035973;7052.3833
0.028326657;0.0010461078;7375.9194
0.027989235;0.0010460233;7169.7847
0.028326701;0.0013422269;7450.5107
0.027652327;0.0010459682;6985.1392
0.027989324;0.0013421875;7359.2788
0.02731541;0.0010459232;6902.9019
0.027652428;0.0013421664;7299.6309
0.026978483;0.0010458833;6885.2896
0.027315523;0.0013421508;7205.4063
0.026641553;0.0010458457;6883.895
0.026978614;0.0013421377;7227.4185
0.026304618;0.0010458101;6886.5991
0.026641697;0.0013421258;7258.2324
0.025967674;0.0010457768;6874.5356
0.026304778;0.0013421145;7212.855
0.025630727;0.0010457446;6870.0142
0.025967851;0.0013421038;7173.0874
0.025630917;0.0013420939;7180.2344
0.014164431;-0.012861323;6446.9502
0.014164479;-0.012565335;6457.6377
0.014501674;-0.012861272;6444.2427
0.014164505;-0.012269678;6479.1074
0.014501774;-0.012565232;6488.9512
0.014838569;-0.012861244;6470.6016
0.014164523;-0.01197402;6510.5811
0.014501836;-0.012269568;6539.1685
0.014838676;-0.012565165;6534.7275
0.015175473;-0.012861223;6459.7305
0.014164538;-0.011678357;6611.2358
0.014501886;-0.011973899;6549.2446
0.014838761;-0.01226948;6652.4595
0.015175592;-0.012565109;6540.5059
0.015512382;-0.012861204;6463.0532
0.014164553;-0.01138269;6823.1797
0.014501929;-0.011678223;6612.3857
0.014838833;-0.011973793;6596.479
0.015175695;-0.012269403;6639.5015
0.015512515;-0.012565061;6542.9775
0.015849296;-0.012861188;6457.3149
0.014164633;-0.0093128867;7358.8794
0.014164565;-0.011087019;6977.0947
0.014501968;-0.011382541;6821.644
0.014838899;-0.011678099;6629.0288
0.015175788;-0.011973695;6617.064
0.015512636;-0.01226933;6653.4956
0.015849445;-0.012565014;6543.6851
0.016186217;-0.012861171;6447.7402
0.014164622;-0.00960859;7214.7178
0.014502209;-0.0093126409;7321.8052
0.014164576;-0.010791343;7046.0596
0.014502005;-0.011086853;6974.8813
0.01483896;-0.011382399;6817.8726
0.015175874;-0.01167798;6637.4849
0.015512748;-0.011973601;6630.9272
0.015849583;-0.01226926;6655.9082
0.016186379;-0.01256497;6542.5371
0.016523143;-0.012861155;6447.188
0.014164612;-0.0099042868;7130.2681
0.014502176;-0.0096083544;7203.252
0.014839359;-0.0093124006;7335.521
0.014164589;-0.010495664;7082.4292
0.014502041;-0.010791164;7041.1426
0.014839022;-0.011086697;6974.9404
0.015175959;-0.011382265;6831.1616
0.015512858;-0.011677871;6647.2422
0.015849715;-0.011973513;6635.4512
0.016186535;-0.012269196;6685.9321
0.016523322;-0.012564928;6536.8838
0.016860077;-0.012861141;6443.479
0.014164601;-0.010199978;7107.5718
0.014502143;-0.0099040652;7137.3447
0.014839304;-0.0096081253;7207.0601
0.01517651;-0.0093121696;7318.082
0.014502076;-0.010495468;7090.4155
0.014839083;-0.010790991;7045.0674
0.015176045;-0.011086548;6975.5859
0.015512964;-0.011382136;6858.1431
0.015849845;-0.011677766;6655.0488
0.016186688;-0.011973431;6641.2666
0.016523495;-0.012269136;6649.9121
0.016860271;-0.012564888;6532.0972
0.01719702;-0.012861126;6434.8027
0.014502112;-0.010199768;7126.5815
0.014839251;-0.0099038482;7150.9893
0.015176432;-0.0096079027;7208.5166
0.015513659;-0.0093119415;7337.6719
0.01483914;-0.010495281;7111.1821
0.015176127;-0.010790825;7044.3755
0.01551307;-0.011086402;6971.3022
0.015849974;-0.011382014;6839.0073
0.016186837;-0.011677664;6661.1621
0.016523663;-0.01197335;6642.4082
0.016860457;-0.012269075;6650.6006
0.017197223;-0.01256485;6532.6372
0.017533969;-0.012861112;6415.0552
0.014839196;-0.010199566;7175.0146
0.015176356;-0.0099036349;7160.272
0.015513563;-0.0096076867;7216.3784
0.015850801;-0.0093117142;7319.5083
0.015176205;-0.010495098;7120.4243
0.015513171;-0.010790663;7046.3906
0.015850097;-0.011086262;6976.3008
0.016186982;-0.011381894;6849.2686
0.016523827;-0.011677563;6674.04
0.016860642;-0.01197327;6644.3086
0.017197425;-0.012269015;6651.5869
0.017534183;-0.012564812;6521.0161
0.017870929;-0.012861098;6412.502
0.01517628;-0.010199368;7169.2061
0.015513463;-0.0099034291;7165.2178
0.015850687;-0.0096074715;7218.2402
0.016187934;-0.0093114879;7330.8125
0.015513271;-0.010494919;7124.8433
0.015850218;-0.010790505;7045.9834
0.016187124;-0.011086123;6980.1733
0.016523989;-0.011381775;6846.0767
0.01686082;-0.011677464;6682.3623
0.01719762;-0.011973192;6649.9502
0.017534396;-0.012268959;6647.6401
0.017871153;-0.012564774;6519.1265
0.018207898;-0.012861085;6409.6226
0.015513366;-0.010199174;7176.6001
0.01585057;-0.0099032288;7171.1235
0.016187804;-0.0096072555;7223.1641
0.016525052;-0.0093112625;7332.5864
0.015850337;-0.010494745;7126.7715
0.016187264;-0.01079035;7045.521
0.016524151;-0.011085988;6980.9878
0.016860999;-0.011381662;6844.3188
0.017197814;-0.011677369;6688.9951
0.017534604;-0.011973117;6652.1689
0.017871374;-0.012268903;6647.8281
0.018208131;-0.012564738;6510.9717
0.018544881;-0.012861072;6386.7354
0.015850453;-0.010198985;7179.7861
0.016187672;-0.0099030267;7174.061
0.016524907;-0.0096070431;7229.4189
0.016862158;-0.0093110409;7326.8979
0.016187403;-0.010494575;7127.396
0.016524309;-0.010790199;7043.8486
0.016861176;-0.011085858;6980.4346
0.017198011;-0.011381552;6854.4028
0.017534813;-0.011677278;6695.708
0.017871594;-0.011973044;6660.4775
0.018208362;-0.012268848;6651.522
0.018545121;-0.012564703;6504.1943
0.018881876;-0.012861059;6393.9033
0.016187537;-0.0101988;7182.4585
0.01652476;-0.0099028274;7178.2324
0.016861998;-0.0096068317;7229.0605
0.017199244;-0.0093108211;7334.2505
0.01652446;-0.010494407;7126.2935
0.016861347;-0.010790052;7043.3257
0.017198198;-0.011085731;6981.4814
0.01753502;-0.011381442;6860.2705
0.017871812;-0.011677188;6697.0898
0.018208589;-0.01197297;6661.043
0.018545356;-0.012268794;6653.3354
0.018882118;-0.012564668;6501.1846
0.019218881;-0.012861046;6391.1851
