x;y;total_temperature
0.016524613;-0.010198615;7185.6841
0.016861839;-0.0099026291;7184.0161
0.017199077;-0.009606624;7234.1733
0.016861513;-0.010494242;7127.334
0.01719838;-0.010789905;7041.1367
0.017535217;-0.011085603;6984.29
0.017872024;-0.011381332;6860.7495
0.018208811;-0.011677095;6704.0649
0.018545587;-0.011972897;6668.2632
0.018882357;-0.01226874;6655.082
0.019219125;-0.012564631;6504.1445
0.019555902;-0.012861033;6370.8745
0.016861675;-0.010198433;7186.7246
0.017198905;-0.0099024354;7186.8081
0.017536141;-0.0096064191;7238.229
0.017198559;-0.010494079;7123.9028
0.017535411;-0.010789761;7038.2822
0.017872233;-0.011085477;6986.3789
0.018209031;-0.011381221;6870.8926
0.018545814;-0.011677004;6710.6313
0.018882591;-0.011972825;6671.6743
0.019219365;-0.012268686;6654.8613
0.019556146;-0.012564596;6500.7129
0.019892937;-0.01286102;6354.5967
0.017198732;-0.010198255;7185.6919
0.017535962;-0.0099022454;7190.6992
0.017873192;-0.0096062403;7239.5425
0.017535597;-0.01049392;7124.9077
0.017872436;-0.01078962;7037.9351
0.018209247;-0.01108535;6982.6611
0.018546037;-0.011381114;6876.4902
0.018882822;-0.011676914;6714.6616
0.019219602;-0.011972752;6677.7441
0.019556385;-0.012268632;6659.6021
0.019893181;-0.012564561;6499.6689
0.02022999;-0.012861007;6364.0176
0.017535781;-0.010198079;7188.2451
0.017873013;-0.0099020582;7193.9712
0.018210201;-0.0096061165;7244.417
0.0185473;-0.0093102669;7331.5034
0.017872632;-0.010493762;7123.5166
0.018209457;-0.010789479;7033.8184
0.018546261;-0.011085225;6983.4121
0.018883049;-0.011381006;6880.0361
0.019219834;-0.011676824;6724.584
0.019556621;-0.011972682;6682.0513
0.019893417;-0.012268579;6652.9209
0.020230228;-0.012564526;6485.5166
0.02056706;-0.012860995;6345.001
0.017872823;-0.010197907;7188.8179
0.018210044;-0.009901898;7196.1318
0.01854717;-0.009606027;7245.8081
0.018884275;-0.0093101654;7338.3037
0.01820966;-0.010493606;7121.5034
0.018546477;-0.010789338;7031.0957
0.018883273;-0.011085101;6980.9282
0.019220062;-0.0113809;6882.4248
0.019556852;-0.011676736;6731.7485
0.01989365;-0.011972611;6683.6885
0.020230461;-0.012268526;6647.6328
0.02056729;-0.012564491;6482.9604
0.020904146;-0.012860982;6351.7222
0.01820986;-0.010197736;7189.269
0.018547034;-0.0099017937;7199.7339
0.018884137;-0.0096059423;7249.4688
0.019221259;-0.0093100648;7346.7847
0.018546686;-0.010493452;7120.1323
0.018883493;-0.010789202;7026.8892
0.019220285;-0.011084986;6978.3652
0.019557077;-0.011380807;6916.1055
0.019893875;-0.011676664;6731.1992
0.020230684;-0.011972561;6684.9824
0.020567512;-0.012268499;6651.5991
0.020904362;-0.012564489;6470.9326
0.021241244;-0.012861005;6347.6006
0.018546876;-0.010197595;7188.8521
0.018883996;-0.0099017248;7199.6382
0.019221108;-0.0096058585;7251.0249
0.019558249;-0.0093099643;7341.9858
0.01888369;-0.01049333;7118.1738
0.01922049;-0.010789105;7024.5361
0.019557282;-0.011084916;6976.5195
0.01989408;-0.011380764;6885.1196
0.020230887;-0.01167665;6736.001
0.020567713;-0.011972576;6691.6025
0.02090456;-0.012268541;6678.6284
0.021241436;-0.012564559;6479.2876
0.021578353;-0.012861063;6335.0249
0.018883852;-0.010197513;7190.0747
0.019220959;-0.0099016577;7201.3672
0.019558091;-0.0096057747;7255.188
0.01989525;-0.0093098637;7341.9316
0.019220658;-0.010493272;7112.5083
0.019557456;-0.010789072;7020.3833
0.019894257;-0.011084907;6976.645
0.020231068;-0.01138078;6889.5044
0.020567896;-0.011676691;6741.5503
0.02090474;-0.011972642;6694.4385
0.021241613;-0.012268632;6662.1787
0.021578521;-0.012564672;6471.2231
0.021915494;-0.012861087;6310.9546
0.019220809;-0.010197464;7185.0244
0.019557932;-0.0099015925;7202.8501
0.019895084;-0.0096056899;7257.3193
0.020232264;-0.0093097622;7334.8647
0.019557616;-0.010493245;7110.7495
0.019894423;-0.010789065;7015.2861
0.020231239;-0.011084921;6979.0981
0.020568069;-0.011380814;6891.5015
0.020904919;-0.011676747;6748.4985
0.021241792;-0.011972718;6701.9497
0.021578696;-0.01226873;6661.2168
0.021915643;-0.012564744;6468.3462
0.022252671;-0.012861077;6324.6733
0.019557774;-0.010197417;7183.7354
0.01989492;-0.0099015255;7206.2803
0.020232093;-0.0096056052;7260.2915
0.020569289;-0.0093096606;7359.439
0.019894589;-0.010493217;7106.7427
0.020231411;-0.010789057;7014.4614
0.020568244;-0.011084935;6980.4878
0.020905094;-0.011380849;6895.2197
0.021241968;-0.011676802;6752.1704
0.021578873;-0.011972796;6704.4106
0.021915812;-0.012268823;6661.8696
0.022252813;-0.012564745;6465.8296
0.02258987;-0.012861066;6309.2817
0.019894755;-0.010197369;7175.5405
0.020231921;-0.0099014593;7208.8125
0.020569114;-0.0096055213;7264.8252
0.020906329;-0.0093095601;7345.9707
0.02023158;-0.01049319;7106.9043
0.020568419;-0.010789052;7011.1772
0.020905271;-0.01108495;6977.4502
0.021242147;-0.011380885;6898.2202
0.02157905;-0.011676859;6757.4927
0.021915987;-0.011972873;6709.646
0.022252966;-0.012268869;6657.813
0.022590015;-0.012564716;6458.9106
0.022927092;-0.012861055;6304.5557
0.020231752;-0.010197323;7184.0923
0.020568941;-0.0099013932;7211.5996
0.020906152;-0.0096054366;7266.4722
0.021243386;-0.0093094585;7350.1992
0.020568592;-0.010493163;7105.2832
0.020905446;-0.010789044;7008.6294
0.021242324;-0.011084963;6976.1445
0.021579226;-0.011380919;6900.4795
0.02191616;-0.011676915;6761.5991
0.022253133;-0.01197294;6712.4463
0.02259016;-0.012268851;6684.3203
0.02292724;-0.012564687;6446.9692
0.023264341;-0.012861044;6288.1992
0.020568766;-0.010197275;7187.3926
0.020905975;-0.0099013261;7215.5542
0.021243211;-0.0096053518;7268.9111
0.021580461;-0.009309357;7344.0288
0.020905623;-0.010493136;7102.4258
0.021242499;-0.010789039;7006.7769
0.021579403;-0.011084977;6975.8145
0.021916335;-0.011380954;6901.8228
0.022253305;-0.011676971;6765.894
0.022590317;-0.01197296;6716.2778
0.022927389;-0.012268809;6659.1348
0.023264488;-0.012564659;6448.0269
0.023601614;-0.012861034;6259.3398
0.0209058;-0.010197227;7189.3374
0.021243032;-0.00990126;7219.3198
0.021580283;-0.009605268;7271.1943
0.021917555;-0.0093092564;7336.5479
0.021242678;-0.010493108;7100.7998
0.021579579;-0.010789031;6999.2773
0.021916509;-0.011084991;6973.9385
0.022253476;-0.011380988;6902.9253
0.022590483;-0.011677014;6767.0884
0.022927538;-0.011972924;6715.0708
0.023264637;-0.012268766;6655.6182
0.023601763;-0.012564631;6445.0679
0.023938913;-0.012861025;6271.9214
0.021242855;-0.01019718;7189.2124
0.021580109;-0.0099011939;7219.9673
0.02191738;-0.0096051842;7273.8442
0.02225467;-0.0093091549;7348.3438
0.021579755;-0.010493082;7097.7344
0.021916684;-0.010789024;6997.2627
0.022253649;-0.011085005;6972.6353
0.022590652;-0.011381024;6903.1172
0.022927694;-0.011677009;6773.1133
0.023264788;-0.011972867;6716.5107
0.023601912;-0.012268723;6679.3232
0.023939058;-0.012564604;6426.104
0.024276236;-0.012861015;6266.2832
0.021579932;-0.010197133;7189.0596
0.021917207;-0.0099011268;7223.9058
0.022254501;-0.0096050985;7276.9102
0.022591809;-0.0093090534;7349.8691
0.021916859;-0.010493054;7097.8989
0.022253817;-0.010789017;6993.5762
0.022590816;-0.011085019;6969.8042
0.022927858;-0.011381043;6904.5938
0.023264939;-0.011676953;6777.8457
0.023602061;-0.01197281;6721.249
0.023939209;-0.012268681;6656.1509
0.024276378;-0.01256458;6427.0747
0.024613591;-0.012861004;6240.0708
0.021917032;-0.010197086;7189.3154
0.022254329;-0.0099010607;7226.9907
0.022591643;-0.0096050147;7278.4316
0.022928972;-0.0093089528;7352.3315
0.022253988;-0.010493027;7093.0405
0.022590982;-0.010789011;6988.8271
0.02292802;-0.011085032;6968.3594
0.023265094;-0.011381012;6906.085
0.02360221;-0.011676883;6780.0859
0.023939354;-0.011972753;6725.7559
0.024276525;-0.01226864;6655.4927
0.024613721;-0.012564553;6426.6567
0.024950974;-0.012860993;6262.5874
0.022254158;-0.010197039;7189.7046
0.022591479;-0.0099009946;7227.9355
0.022928813;-0.0096049309;7280.6587
0.023266161;-0.0093088513;7371.0938
0.022591148;-0.010493;7093.1592
0.022928178;-0.010789003;6985.1978
0.023265256;-0.011085028;6965.79
0.023602363;-0.011380938;6905.4326
0.023939503;-0.011676813;6784.2632
0.024276672;-0.011972697;6726.4629
0.024613861;-0.012268605;6650.3804
0.0249511;-0.012564523;6416.2461
0.025288383;-0.012860981;6232.8755
0.022591313;-0.010196991;7192.0244
0.022928655;-0.0099009275;7230.1763
0.02326601;-0.0096048452;7282.0435
0.023603378;-0.0093087507;7350.9478
0.022928338;-0.010492972;7089.2944
0.02326541;-0.010788997;6979.1069
0.023602517;-0.011084972;6962.2861
0.023939652;-0.011380853;6905.8359
0.024276817;-0.01167674;6788.7354
0.024614008;-0.011972644;6733.7231
0.024951227;-0.012268566;6648.9829
0.025288507;-0.012564491;6415.21
0.025625825;-0.012860969;6235.6655
0.022928495;-0.010196945;7192.4248
0.023265861;-0.0099008614;7230.3599
0.023603238;-0.0096047614;7285.4678
0.023940623;-0.0093086492;7338.6025
0.023265559;-0.010492945;7086.7178
0.023602672;-0.010788968;6973.2627
0.023939803;-0.011084878;6959.2983
0.024276964;-0.011380768;6906.7417
0.024614157;-0.01167667;6790.7627
0.024951363;-0.011972599;6737.6162
0.02528863;-0.012268519;6646.75
0.025625944;-0.012564461;6398.7217
0.025963299;-0.012860957;6226.2583
0.02326571;-0.010196897;7192.3169
0.023603097;-0.0099007953;7230.4375
0.023940496;-0.0096046776;7285.1733
0.024277899;-0.0093085477;7350.354
0.023602815;-0.010492918;7084.3281
0.023939952;-0.010788889;6969.918
0.02427711;-0.01108478;6956.916
0.024614299;-0.011380684;6907.96
0.024951512;-0.011676605;6791.8657
0.025288751;-0.011972545;6738.5522
0.025626061;-0.012268472;6644.0352
0.025963414;-0.012564427;6395.3853
0.026300805;-0.012860944;6181.9048
0.023602955;-0.01019685;7192.2764
0.023940366;-0.0099007282;7235.4878
0.024277784;-0.0096045919;7288.4141
0.024615206;-0.0093084471;7369.2207
0.023940094;-0.010492869;7079.9365
0.024277251;-0.010788782;6964.9292
0.024614438;-0.011084684;6955.2188
0.024951655;-0.011380599;6908.166
0.025288882;-0.011676548;6796.6309
0.025626175;-0.011972485;6742.2671
0.025963522;-0.012268424;6639.2041
0.026300909;-0.012564394;6390.3335
0.026638327;-0.012860933;6167.707
0.023940228;-0.010196803;7192.1743
0.024277657;-0.009900664;7236.4424
0.024615088;-0.0096045109;7288.0542
0.024952529;-0.0093083475;7336.0415
0.024277382;-0.010492774;7078.9727
0.024614571;-0.010788675;6959.6646
0.024951786;-0.01108459;6952.7578
0.025289023;-0.011380524;6908.1533
0.025626287;-0.011676482;6799.3315
0.025963631;-0.011972422;6740.5352
0.026301015;-0.012268375;6633.9053
0.026638422;-0.012564361;6381.3262
0.026975855;-0.012860921;6155.5874
0.024277519;-0.010196738;7190.7354
0.024614953;-0.009900583;7237.1499
0.024952397;-0.0096044131;7286.4468
0.025289852;-0.0093082283;7345.1758
0.024614694;-0.010492656;7072.4224
0.024951905;-0.010788572;6958.4497
0.025289152;-0.011084497;6950.7065
0.02562641;-0.011380455;6908.7456
0.025963733;-0.011676406;6801.417
0.026301112;-0.011972357;6741.6587
0.026638515;-0.012268323;6632.5801
0.02697593;-0.012564331;6370.6499
0.027313381;-0.012860912;6152.501
0.024614822;-0.01019663;7189.0513
0.024952266;-0.0099004619;7238.5195
0.025289724;-0.0096042734;7290.7544
0.025627192;-0.0093080737;7334.71
0.027651343;-0.0093071014;7333.6987
0.024952024;-0.01049254;7069.8638
0.025289264;-0.010788469;6952.6875
0.025626536;-0.011084411;6946.5664
0.025963837;-0.011380374;6909.3687
0.026301205;-0.011676326;6804.3657
0.026638607;-0.011972288;6743.6436
0.026976008;-0.012268275;6627.8799
0.027313432;-0.012564301;6354.6274
0.027650908;-0.012860904;6155.6963
0.024952143;-0.0101965;7189.043
0.025289603;-0.0099003185;7240.1743
0.025627078;-0.0096041132;7291.1392
0.025964558;-0.0093079023;7346.2119
0.027314033;-0.0093072522;7339.7065
0.025289375;-0.010492424;7065.9873
0.025626646;-0.010788363;6947.3306
0.025963947;-0.011084326;6943.9453
0.026301302;-0.011380283;6909.6602
0.026638694;-0.011676245;6807.5854
0.02697609;-0.011972221;6742.8545
0.027313486;-0.012268228;6618.688
0.027650924;-0.012564277;6338.3613
0.027988426;-0.012860902;6148.8247
0.025289487;-0.010196371;7187.6836
0.025626965;-0.0099001713;7239.292
0.025964454;-0.009603953;7294.6445
0.026301941;-0.0093077328;7346.9771
0.026976701;-0.0093074031;7344.4482
0.025626749;-0.010492306;7063.7217
0.025964051;-0.01078826;6942.0586
0.026301393;-0.011084224;6942.6377
0.026638776;-0.011380189;6914.2095
0.02697617;-0.011676161;6809.1035
0.027313551;-0.011972156;6744.6187
0.02765096;-0.012268184;6629.4419
0.027988408;-0.012564262;6322.7881
0.028326407;-0.012860919;6152.7642
0.025626853;-0.010196239;7186.9463
0.025964351;-0.0099000214;7240.0127
0.026301851;-0.0096037928;7293.8506
0.026639331;-0.0093075642;7345.9893
0.025964148;-0.010492186;7058.7607
0.026301485;-0.010788153;6937.1274
0.026638856;-0.011084121;6940.709
0.026976241;-0.011380092;6913.1855
0.02731362;-0.011676077;6808.3677
0.027650999;-0.011972094;6727.3057
0.027988419;-0.012268149;6622.3032
0.028326388;-0.01256428;6330.334
0.025964249;-0.010196103;7186.6138
0.026301758;-0.0098998705;7242.4463
0.026639255;-0.0096036308;7294.5371
0.02630157;-0.010492066;7053.3599
0.026638931;-0.010788038;6931.6865
0.026976306;-0.011084014;6936.7378
0.027313679;-0.011379993;6903.2695
0.027651045;-0.011675997;6798
0.027988439;-0.011972035;6724.3662
0.028326388;-0.012268132;6587.4541
0.026301663;-0.010195967;7197.5239
0.026639167;-0.0098997261;7242.123
0.026639;-0.010491944;7051.2104
0.026976364;-0.010787923;6927.8027
0.027313732;-0.011083903;6927.1997
0.027651094;-0.011379892;6886.7188
0.027988464;-0.011675917;6783.6753
0.028326394;-0.01197199;6726.5132
0.026639076;-0.010195837;7183.1421
0.026976548;-0.0098995911;7239.9751
0.026976421;-0.010491817;7046.5464
0.02731378;-0.010787801;6918.2153
0.027651137;-0.011083786;6908.2827
0.02798849;-0.011379792;6842.9829
0.028326401;-0.011675844;6779.8062
0.026976479;-0.010195705;7181.415
0.027313914;-0.0098994505;7242.7915
0.027313825;-0.010491686;7041.8467
0.027651174;-0.010787672;6910.4429
0.027988521;-0.011083666;6862.6978
0.028326409;-0.011379697;6812.1313
0.027313869;-0.010195564;7179.7568
0.027651273;-0.0098992959;7242.3052
0.027651208;-0.010491548;7037.8438
0.027988546;-0.010787537;6893.584
0.02832642;-0.011083549;6838.584
0.027651237;-0.010195418;7178.7866
0.027988566;-0.010491402;7030.7178
0.028326428;-0.010787399;6890.4468
0.027988585;-0.010195265;7189.6445
0.028326435;-0.010491248;7034.79
0.028326442;-0.010195101;7184.9688
0.02832645;-0.0098989662;7253.9551
0.014164648;-0.003692481;7883.5742
0.014164659;-0.0031005263;7752.502
0.014164654;-0.0033965132;7841.9082
0.014502291;-0.0033963593;7797.9941
0.027314294;-0.0030941265;7604.853
0.02697709;-0.0030943798;7577.0757
0.027314227;-0.0033898656;7611.4819
0.02663989;-0.0030946289;7573.1416
0.026977006;-0.0033901227;7590.168
0.026302701;-0.0030948755;7573.7905
0.026639789;-0.0033903751;7597.9146
0.025965536;-0.0030951188;7574.1953
0.026302584;-0.0033906237;7604.8184
0.025628423;-0.0030953302;7572.9321
0.025965424;-0.0033908479;7609.1543
0.025291374;-0.0030954967;7576.6763
0.025628347;-0.0033910293;7614.6353
0.024954356;-0.0030956471;7578.4033
0.025291305;-0.0033911902;7622.377
0.024617344;-0.0030957975;7572.8047
0.024954271;-0.0033913511;7626.7822
0.024280334;-0.0030959477;7570.4463
0.024617244;-0.003391512;7632.1255
0.023943326;-0.0030960981;7574.7988
0.02428022;-0.0033916733;7637.6357
0.023606315;-0.0030962485;7576.3496
0.023943197;-0.0033918342;7642.2822
0.023269303;-0.0030963989;7576.1284
0.023606177;-0.0033919951;7645.8555
0.022932287;-0.0030965491;7577.0127
0.023269154;-0.0033921562;7648.9268
0.022595268;-0.0030966997;7580.3989
0.022932131;-0.0033923173;7653.748
0.022258239;-0.0030968501;7584.2544
0.022595104;-0.0033924785;7662.1597
0.021921203;-0.0030970003;7587.6758
0.022258069;-0.0033926393;7670.9702
0.021584155;-0.0030971505;7589.6323
0.021921029;-0.0033928007;7678.2495
0.021247094;-0.0030973009;7593.9849
0.021583978;-0.0033929616;7680.562
0.021246918;-0.0033931225;7685.7065
0.020572934;-0.0030976019;7599.9116
0.020909848;-0.0033932836;7693.4658
0.020235831;-0.0030977523;7603.3306
0.020572763;-0.0033934447;7699.022
0.020235661;-0.0033936056;7705.0757
0.019898545;-0.0033937669;7711.936
0.01956141;-0.0033939278;7717.0781
0.019224253;-0.0033940889;7722.3706
0.02158468;-0.0022096711;7294.2754
0.021247623;-0.0022097817;7304.8179
0.020910548;-0.0022098925;7289.1426
0.020573454;-0.0022100033;7300.4082
0.014164696;-0.0016202813;7846.0894
0.020236339;-0.0022101139;7282.2803
0.014164702;-0.0013241689;7518.3184
0.019899201;-0.0022102247;7153.8379
0.014502438;-0.0013240572;7400.1914
0.019562038;-0.0022103356;7272.0776
0.014839781;-0.0013239429;7276.7393
0.019224849;-0.0022104464;7271.3872
0.015177147;-0.0013238261;7215.5039
0.018887632;-0.002210557;7264.8223
0.015514536;-0.0013237072;7192.6943
0.018550387;-0.0022106681;7278.5044
0.015851937;-0.0013235932;7184.3613
0.016863819;-0.0022112718;7272.3315
0.01821311;-0.0022107789;7282.186
0.016189348;-0.0013234772;7157.0723
0.017201159;-0.0022111179;7273.5093
0.017875804;-0.0022108895;7277.5044
0.016526761;-0.0013233472;7149.4473
0.017201288;-0.0019151064;7565.7178
0.01753848;-0.0022109966;7281.4258
0.016864154;-0.0013232136;7139.8862
0.017201407;-0.0016190992;7601.4189
0.017538611;-0.0019149675;7565.438
0.017201521;-0.0013230832;7128.082
0.017538743;-0.0016189556;7584.8501
0.017538864;-0.0013229533;7104.7852
0.017876185;-0.0013228215;7109.4063
0.018213488;-0.0013227089;7094.6226
0.018550774;-0.0013226341;7099.4316
0.018888051;-0.0013225758;7085.1387
0.019225296;-0.001322516;6945.7739
0.019562511;-0.0013224562;7051.8018
0.019899692;-0.0013223964;7067.4556
0.020236846;-0.0013223366;7048.748
0.020573974;-0.0013222768;7049.8999
0.020911071;-0.0013222171;7027.4673
0.021248151;-0.0013221572;6899.7075
0.021585206;-0.0013220974;7017.104
0.021922238;-0.0013220375;7007.3145
0.022259252;-0.0013219777;6873.4932
0.022596251;-0.001321918;6990.2998
0.02293323;-0.0013218583;6995.8179
0.014164726;0.0013420668;7026.4639
0.014164751;0.0010454911;6850.1021
0.014502577;0.001342042;7028.4458
0.014164752;0.00074924459;6879.3901
0.014502604;0.0010454622;6838.4399
0.014840093;0.0013420385;7042.0439
0.014502598;0.00074925279;6916.4595
0.014840083;0.0010454659;6848.2783
0.015177616;0.0013420406;7061.4854
0.014840054;0.00074927689;6824.8262
0.015177575;0.0010454782;6846.7129
0.015515142;0.0013420442;7029.6328
0.015177522;0.00074930524;6797.1987
0.015515074;0.0010454928;6815.5454
0.015852671;0.0013420482;7038.2905
0.015514999;0.00074932724;6843.6792
0.01585258;0.0010455032;6798.5186
0.016190192;0.0013420498;7087.5923
0.015852489;0.00074934534;6832.4502
0.016190089;0.0010455116;6818.1753
0.016527696;0.0013420519;7065.1719
0.016189989;0.00074937241;6800.498
0.016527584;0.0010455261;6819.876
0.016865168;0.0013420566;7055.2676
0.016527478;0.00074940553;6736.7974
0.016865052;0.0010455436;6831.7896
0.01720261;0.0013420614;7075.5103
0.016864941;0.00074943912;6781.144
0.017202489;0.0010455613;6822.5986
0.017540023;0.0013420664;7057.0664
0.01720237;0.00074947323;6723.8413
0.017539896;0.0010455793;6826.2061
0.017877404;0.0013420715;7076.0928
0.017539769;0.0007495078;6778.0557
0.017877273;0.0010455976;6825.7305
0.018214758;0.0013420766;7078.2666
0.017877137;0.00074953586;6784.0356
0.018214621;0.0010456117;6825.438
0.018552082;0.0013420795;7090.4614
0.018214474;0.00074956007;6763.0073
0.018551936;0.0010456237;6827.001
0.018889379;0.0013420825;7086.0161
0.018551791;0.00074959162;6706.1021
0.018889232;0.0010456408;6831.1587
0.019226652;0.001342088;7094.5576
0.018889086;0.00074962812;6754.2344
0.019226506;0.0010456602;6827.0293
0.019563902;0.0013420936;7096.4819
0.019226357;0.00074966496;6694.3418
0.019563755;0.0010456799;6853.0127
0.019901125;0.0013420992;7080.1084
0.019563608;0.00074970222;6759.3545
0.019900981;0.0010456999;6833.4834
0.020238323;0.0013421047;7097.9751
0.019900836;0.00074973993;6756.0684
0.020238183;0.0010457201;6828.3647
0.020575499;0.0013421106;7104.7261
0.020238031;0.00074975297;6749.0322
0.020575352;0.0010457105;6836.4902
0.02091264;0.0013420815;7102.521
0.020575184;0.00074970262;6745.5342
0.020912476;0.0010456305;6835.8354
0.021249751;0.0013420183;7114.6089
0.020912299;0.00074960775;6730.4443
0.021249559;0.0010455105;6840.8267
0.021586847;0.0013419909;7114.0566
0.021249382;0.00074950699;6673.8945
0.02158663;0.0010454336;6840.5786
0.021923933;0.001341999;7108.6758
0.021586437;0.00074941339;6725.0806
0.021923702;0.0010454298;6848.521
0.022261005;0.001342007;7123.1235
0.021923482;0.00074936874;6669.3647
0.022260766;0.0010454569;6853.812
0.022598056;0.0013420152;7150.9141
0.022260536;0.00074939145;6720.7388
0.022597816;0.0010454841;6847.7363
0.022935092;0.0013420234;7213.9287
0.022597579;0.00074944051;6660.1118
0.02293485;0.0010455117;6860.7036
0.023272112;0.0013420319;7148.5186
0.02293461;0.00074949005;6709.8008
0.02327187;0.0010455396;6852.8877
0.023609119;0.0013420403;7191.103
0.02327163;0.00074954005;6652.2017
0.023608878;0.0010455679;6860.7563
0.023946114;0.0013420484;7199.0146
0.02360864;0.00074959063;6708.208
0.023945875;0.001045596;6857.3638
0.024283096;0.0013420568;7155.2305
0.023945641;0.0007496418;6697.604
0.024282863;0.0010456236;6855.6372
0.024620064;0.0013420657;7151.8716
0.024282636;0.00074969255;6636.064
0.024619842;0.0010456522;6868.1714
0.024957025;0.0013420749;7160.5522
0.024619622;0.00074974255;6697.6768
0.024956811;0.0010456825;6867.4229
0.025293976;0.0013420844;7157.0332
0.024956603;0.00074979453;6690.5571
0.025293771;0.0010457132;6868.7476
0.025293576;0.00074984907;6693.7153
0.025630541;0.00074990449;6625.5103
0.025967505;0.00074996089;6693.6221
0.026304465;0.00075001846;6683.8071
0.026641419;0.0007500783;6676.7671
0.026978366;0.00075014192;6674.1978
0.027315311;0.00075020886;6693.6108
0.027652249;0.00075027999;6772.2456
0.028326491;-0.0081226081;7539.3789
0.028326496;-0.0078266254;7573.4824
0.014164619;-0.0051720534;7773.4648
0.014164622;-0.0048761722;7789.5205
0.01450222;-0.0051718843;7755.3105
0.0145022;-0.0048760106;7764.4463
0.014839479;-0.0051716957;7742.8306
0.01483942;-0.0048758397;7748.9707
0.015176771;-0.0051714974;7743.5244
0.01517671;-0.004875652;7742.0664
0.015514065;-0.0051712994;7726.8428
0.014839438;-0.0042840336;7660.9214
0.015514027;-0.0048754569;7739.2295
0.01585136;-0.0051711011;7711.4692
0.015176672;-0.0042838654;7659.8159
0.015851345;-0.0048752618;7738.6387
0.016188651;-0.0051709032;7713.3652
0.015513969;-0.0042836941;7654.2788
0.016188659;-0.0048750667;7736.439
0.016525926;-0.0051707048;7683.0903
0.015851319;-0.0042835129;7639.2212
0.016525956;-0.0048748716;7731.7031
0.016863177;-0.0051705074;7724.2007
0.016188676;-0.0042833276;7579.9858
0.016525986;-0.0045790179;7728.3608
0.016863227;-0.0048746765;7737.1948
0.017200403;-0.005170309;7709.7451
0.016526015;-0.0042831423;7633.3184
0.016863277;-0.0045788265;7730.0386
0.017200474;-0.0048744809;7735.0474
0.017537609;-0.0051701111;7684.3428
0.016863327;-0.0042829565;7645.0337
0.017200541;-0.0045786356;7729.9033
0.017537694;-0.0048742862;7731.4033
0.017874792;-0.0051699127;7710.1118
0.017200608;-0.0042827711;7644.9619
0.01753778;-0.0045784442;7733.4302
0.017874895;-0.0048740907;7737.8223
0.018211959;-0.0051697153;7721.8398
0.017537864;-0.0042825863;7651.2417
0.017874995;-0.0045782537;7736.7798
0.018212074;-0.0048738956;7736.5952
0.018549107;-0.0051695174;7713.5903
0.017875096;-0.0042824005;7659.5107
0.018212188;-0.0045780628;7739.1265
0.018549234;-0.0048737004;7737.5615
0.01888624;-0.005169319;7712.9277
0.018212305;-0.0042822147;7672.4624
0.018549364;-0.0045778719;7742.9478
0.01888638;-0.0048735053;7737.0869
0.019223358;-0.0051691211;7717.7695
0.018549491;-0.0042820293;7673.5078
0.018886518;-0.004577681;7737.6699
0.019223507;-0.0048733107;7737.7891
0.019560466;-0.0051689232;7708.9619
0.018886657;-0.004281844;7631.0239
0.019223657;-0.0045774905;7747.4165
0.019560624;-0.0048731156;7740.0615
0.019897562;-0.0051687248;7710.522
0.019223806;-0.0042816591;7677.7515
0.01956078;-0.0045772991;7751.7427
0.019897725;-0.0048729205;7738.3999
0.020234648;-0.0051685274;7662.1602
0.019560937;-0.0042814733;7689.1563
0.019897889;-0.0045771087;7752.9126
0.020234816;-0.0048727253;7735.0967
0.020571725;-0.005168329;7704.0601
0.019898053;-0.004281288;7696.8115
0.020234985;-0.0045769177;7755.2417
0.020571899;-0.0048725307;7742.0327
0.020908797;-0.0051681311;7705.7515
0.020235155;-0.0042811027;7694.7656
0.02057207;-0.0045767268;7758.2969
0.020908972;-0.0048723351;7741.9512
0.021245865;-0.0051679336;7695.8667
0.020572243;-0.0042809173;7696.1045
0.020909147;-0.0045765359;7763.7671
0.021246038;-0.0048721405;7741.4058
0.021582929;-0.0051677353;7651.9932
0.020909321;-0.004280732;7695.9028
0.021246215;-0.004576345;7765.9282
0.021583105;-0.0048719449;7737.7427
0.021919992;-0.0051675374;7707.8149
0.02124639;-0.0042805471;7695.5034
0.02158328;-0.0045761541;7767.0171
0.021920165;-0.0048717503;7742.3452
0.022257054;-0.0051673395;7701.1069
0.027651237;-0.0051641641;7715.2319
0.021583455;-0.0042803613;7696.8506
0.021920338;-0.0045759631;7769.313
0.022257224;-0.0048715551;7740.0513
0.02259412;-0.0051671416;7689.5693
0.02697685;-0.0054603326;7696.0293
0.027314013;-0.0051643695;7686.1816
0.02192051;-0.004280176;7699.2739
0.022257393;-0.0045757727;7766.9849
0.022594284;-0.00487136;7740.5811
0.022931188;-0.0051669432;7652.6572
0.026639622;-0.0054605324;7695.0195
0.026976813;-0.0051645678;7674.5952
0.022257561;-0.0042799907;7702.8589
0.022594448;-0.0045755818;7768.4253
0.022931345;-0.0048711649;7735.4565
0.02326826;-0.0051667457;7694.2739
0.026302399;-0.0054607317;7696.6494
0.026639609;-0.0051647658;7672.8535
0.022594612;-0.0042798053;7706.5195
0.022931501;-0.0045753908;7770.7612
0.023268411;-0.0048709698;7745.5239
0.023605341;-0.0051665478;7696.186
0.023942303;-0.0054621296;7714.894
0.025965188;-0.0054609315;7698.3359
0.026302408;-0.0051649641;7677.2905
0.022931661;-0.00427962;7705.543
