x;y;z;total-temperature
0.024617843;-0.0082300892;-0.0082300892;323.16895
0.024602875;-0.0083147362;-0.0083147362;323.16895
0.024871996;-0.0088300994;-0.0088300994;323.22528
0.024546573;-0.0085505089;-0.0085505089;323.18863
0.024668448;-0.0082703391;-0.0082703391;323.11926
0.024797291;-0.0087712482;-0.0087712482;323.23178
0.024627283;-0.0085151196;-0.0085151196;323.22372
0.024610123;-0.0085923458;-0.0085923458;323.22372
0.024762785;-0.0083529009;-0.0083529009;323.12415
0.024841987;-0.0087127797;-0.0087127797;323.25363
0.024748871;-0.0086940238;-0.0086940238;323.25363
0.024729693;-0.0084101213;-0.0084101213;323.18469
0.024824336;-0.0084221205;-0.0084221205;323.18469
0.024697194;-0.0085504157;-0.0085504157;323.18805
0.024797238;-0.0086309975;-0.0086309975;323.21426
0.024784936;-0.008472356;-0.008472356;323.16068
0.025202841;-0.0088273091;-0.0088273091;323.22568
0.024884976;-0.0085529378;-0.0085529378;323.1886
0.025127763;-0.0087675536;-0.0087675536;323.23257
0.02494728;-0.0085981963;-0.0085981963;323.22415
0.024957933;-0.0085167447;-0.0085167447;323.22415
0.025168465;-0.0087067233;-0.0087067233;323.25461
0.025078094;-0.0086925765;-0.0086925765;323.25461
0.025030443;-0.0085528484;-0.0085528484;323.18997
0.025080087;-0.0084483325;-0.0084483325;323.16763
0.025023624;-0.0083981426;-0.0083981426;323.16763
0.024968242;-0.0083084563;-0.0083084563;323.14594
0.024917915;-0.0083508128;-0.0083508128;323.14594
0.025127703;-0.0086318804;-0.0086318804;323.21533
0.025220623;-0.0084539158;-0.0084539158;323.16641
0.025178621;-0.008429612;-0.008429612;323.16641
0.025057921;-0.0083417287;-0.0083417287;323.09421
0.024953717;-0.0082264217;-0.0082264217;323.14581
0.024988415;-0.0081866523;-0.0081866523;323.14581
0.02505927;-0.0080005368;-0.0080005368;323.18042
0.025064724;-0.0081183715;-0.0081183715;323.18134
0.025157711;-0.0081347451;-0.0081347451;323.18134
0.025302986;-0.0085167391;-0.0085167391;323.22229
0.025278995;-0.008594566;-0.008594566;323.22229
0.025219349;-0.0085516684;-0.0085516684;323.18744
0.025156446;-0.0083370805;-0.0083370805;323.09454
0.025194461;-0.0082663288;-0.0082663288;323.11884
0.025097465;-0.0081889266;-0.0081889266;323.12292
0.02511975;-0.0080655525;-0.0080655525;323.15622
0.02537285;-0.0085515724;-0.0085515724;323.18564
0.025296533;-0.008228871;-0.008228871;323.16827
0.025281427;-0.0083040008;-0.0083040008;323.16827
0.025471613;-0.0084745781;-0.0084745781;323.15912
0.025518121;-0.0084280735;-0.0084280735;323.18335
0.025424503;-0.0084073115;-0.0084073115;323.18335
0.025348203;-0.0082662283;-0.0082662283;323.1174
0.025501905;-0.008136957;-0.008136957;323.18121
0.025404977;-0.0081208013;-0.0081208013;323.18121
0.025449455;-0.0083496319;-0.0083496319;323.12244
0.025437519;-0.0081905099;-0.0081905099;323.12201
0.025459802;-0.0080656474;-0.0080656474;323.15509
0.025518835;-0.0083118975;-0.0083118975;323.09256
0.025514521;-0.0082278848;-0.0082278848;323.09122
0.025644958;-0.008311823;-0.008311823;323.14624
0.025601732;-0.0083579151;-0.0083579151;323.14624
0.025664115;-0.0081898235;-0.0081898235;323.14572
0.025626434;-0.0082278224;-0.0082278224;323.14572
0.025840724;-0.0081365258;-0.0081365258;323.18134
0.025746413;-0.0081203291;-0.0081203291;323.18134
0.02573227;-0.0079989396;-0.0079989396;323.17886
0.025705626;-0.0084036402;-0.0084036402;323.16846
0.025756827;-0.0084500983;-0.0084500983;323.16846
0.02573465;-0.0083450945;-0.0083450945;323.09525
0.025776185;-0.0081904335;-0.0081904335;323.12274
0.02579846;-0.0080657369;-0.0080657369;323.15524
0.025890874;-0.008458552;-0.008458552;323.16672
0.025849476;-0.0084314682;-0.0084314682;323.16672
0.025827294;-0.008338931;-0.008338931;323.0946
0.025869602;-0.0082682855;-0.0082682855;323.1188
0.026208265;-0.0088346275;-0.0088346275;323.22586
0.025890509;-0.0085518872;-0.0085518872;323.18701
0.025976419;-0.0082309349;-0.0082309349;323.16788
0.025956601;-0.0083081797;-0.0083081797;323.16788
0.026068823;-0.0080001205;-0.0080001205;323.17804
0.02613976;-0.0087753264;-0.0087753264;323.23248
0.025958544;-0.0085925767;-0.0085925767;323.2215
0.025982266;-0.0085197249;-0.0085197249;323.2215
0.026085334;-0.0081156753;-0.0081156753;323.18228
0.026178859;-0.0081267087;-0.0081267087;323.18228
0.026023811;-0.008268185;-0.008268185;323.11716
0.026136061;-0.0080604097;-0.0080604097;323.15726
0.026179465;-0.0087171709;-0.0087171709;323.2536
0.026095783;-0.0086938618;-0.0086938618;323.2536
0.026052758;-0.0085517839;-0.0085517839;323.18692
0.026049569;-0.0083992453;-0.0083992453;323.16663
0.026096679;-0.0084518297;-0.0084518297;323.16663
0.026074504;-0.0083387867;-0.0083387867;323.09247
0.026113791;-0.0081854006;-0.0081854006;323.12256
0.026139684;-0.0086294608;-0.0086294608;323.21503
0.026227973;-0.0084550576;-0.0084550576;323.16702
0.026185909;-0.0084301196;-0.0084301196;323.16702
0.026163721;-0.0083375797;-0.0083375797;323.09546
0.026185939;-0.0083042467;-0.0083042467;323.09201
0.026186705;-0.0082226684;-0.0082226684;323.09216
0.026402213;-0.0079918532;-0.0079918532;323.18155
0.026549069;-0.0088229626;-0.0088229626;323.22772
0.026225671;-0.0085544446;-0.0085544446;323.18918
0.026320117;-0.0083041647;-0.0083041647;323.14526
0.026272489;-0.0083429758;-0.0083429758;323.14526
0.026511585;-0.0081292894;-0.0081292894;323.18176
0.02641912;-0.008108248;-0.008108248;323.18176
0.026337331;-0.0081797615;-0.0081797615;323.14615
0.026298627;-0.008222606;-0.008222606;323.14615
0.026470149;-0.0080584968;-0.0080584968;323.15692
0.026472053;-0.0087650241;-0.0087650241;323.23328
0.026286518;-0.0086000236;-0.0086000236;323.22302
0.026311064;-0.0085201384;-0.0085201384;323.22302
0.026450627;-0.0083468007;-0.0083468007;323.12119
0.026447887;-0.0081849219;-0.0081849219;323.12155
0.027100382;-0.0080963904;-0.0080963904;323.1694
0.027049534;-0.0080725485;-0.0080725485;323.1694
0.026515441;-0.0086956723;-0.0086956723;323.25311
0.026420876;-0.0086870799;-0.0086870799;323.25311
0.026513631;-0.0084252879;-0.0084252879;323.18228
0.026425241;-0.0084051145;-0.0084051145;323.18228
0.026380898;-0.0085543469;-0.0085543469;323.18738
0.026539693;-0.0082704034;-0.0082704034;323.11749
0.027071944;-0.0079959882;-0.0079959882;323.18198
0.026738247;-0.0079980893;-0.0079980893;323.17831
0.026471967;-0.0086229788;-0.0086229788;323.21188
0.026472801;-0.0084751323;-0.0084751323;323.15796
0.026642477;-0.0082327621;-0.0082327621;323.168
0.026621258;-0.008313084;-0.008313084;323.168
0.026810104;-0.0080597773;-0.0080597773;323.15735
0.026886558;-0.0088208914;-0.0088208914;323.22699
0.026563874;-0.0085437642;-0.0085437642;323.18359
0.026854627;-0.0081276176;-0.0081276176;323.18222
0.026760174;-0.0081147514;-0.0081147514;323.18222
0.026690716;-0.0082703056;-0.0082703056;323.11789
0.026815102;-0.0087540606;-0.0087540606;323.23383
0.026645837;-0.0085101519;-0.0085101519;323.22043
0.026629962;-0.0085781487;-0.0085781487;323.22043
0.026740626;-0.0083412016;-0.0083412016;323.09485
0.026787849;-0.0081848381;-0.0081848381;323.12228
0.026769161;-0.0086664381;-0.0086664381;323.25198
0.026860496;-0.0086852619;-0.0086852619;323.25198
0.026716949;-0.0085436692;-0.0085436692;323.1853
0.026762815;-0.0084500154;-0.0084500154;323.16678
0.026710255;-0.008400213;-0.008400213;323.16678
0.026815429;-0.0082984604;-0.0082984604;323.06256
0.026859978;-0.0082224021;-0.0082224021;323.09293
0.026815014;-0.0086121671;-0.0086121671;323.2092
0.026900498;-0.0084640486;-0.0084640486;323.16666
0.026857957;-0.0084347762;-0.0084347762;323.16666
0.026880199;-0.0083422326;-0.0083422326;323.09503
0.026971908;-0.0082223397;-0.0082223397;323.14761
0.027010763;-0.0081796004;-0.0081796004;323.14761
0.027220091;-0.0088259317;-0.0088259317;323.22415
0.026903423;-0.0085477857;-0.0085477857;323.18564
0.026991375;-0.0083088176;-0.0083088176;323.14648
0.026944214;-0.0083526522;-0.0083526522;323.14648
0.027152231;-0.0087555945;-0.0087555945;323.23209
0.026969781;-0.0085827326;-0.0085827326;323.22043
0.026988314;-0.0085178101;-0.0085178101;323.22043
0.027081085;-0.0083420901;-0.0083420901;323.09521
0.02719873;-0.0086917626;-0.0086917626;323.25131
0.027106581;-0.0086708544;-0.0086708544;323.25131
0.027057685;-0.0085476888;-0.0085476888;323.18524
0.027055385;-0.0084047383;-0.0084047383;323.16644
0.027103281;-0.0084534688;-0.0084534688;323.16644
0.027151218;-0.0082982751;-0.0082982751;323.06427
0.027152164;-0.0086175455;-0.0086175455;323.20963
0.027243637;-0.0084583675;-0.0084583675;323.16614
0.027197421;-0.0084331911;-0.0084331911;323.16614
0.027219659;-0.0083406456;-0.0083406456;323.09723
0.027551854;-0.0088293953;-0.0088293953;323.21878
0.027243974;-0.0085485028;-0.0085485028;323.18564
0.027483625;-0.0087629398;-0.0087629398;323.22699
0.02730874;-0.0085884454;-0.0085884454;323.21912
0.027326792;-0.0085144341;-0.0085144341;323.21912
0.027527563;-0.008702348;-0.008702348;323.24756
0.02743651;-0.0086816773;-0.0086816773;323.24756
0.027529232;-0.0084267603;-0.0084267603;323.17993
0.02743715;-0.0084095038;-0.0084095038;323.17993
0.027392492;-0.0085484115;-0.0085484115;323.18246
0.027483681;-0.0086257188;-0.0086257188;323.20728
0.027484445;-0.0084755318;-0.0084755318;323.15616
0.027575636;-0.00855284;-0.00855284;323.18182
0.014071031;-0.0080258427;-0.0080258427;323.06625
0.014083001;-0.0081547936;-0.0081547936;323.04013
0.014039316;-0.008113903;-0.008113903;323.04013
0.01406783;-0.0082083168;-0.0082083168;323.06253
0.014024146;-0.0082665486;-0.0082665486;323.02411
0.014070424;-0.0083282171;-0.0083282171;323.06339
0.014088191;-0.0084512839;-0.0084512839;323.0408
0.014041912;-0.0084129879;-0.0084129879;323.0408
0.014075041;-0.0085022487;-0.0085022487;323.065
0.014028761;-0.008563065;-0.008563065;323.0257
0.014072622;-0.0086243087;-0.0086243087;323.06305
0.014039494;-0.0087099038;-0.0087099038;323.03793
0.014083356;-0.0087503055;-0.0087503055;323.03793
0.014074091;-0.0088087851;-0.0088087851;323.06229
0.014030229;-0.008867491;-0.008867491;323.02478
0.014075796;-0.0089309318;-0.0089309318;323.05124
0.014408891;-0.0089290747;-0.0089290747;323.16473
0.014041199;-0.0090094209;-0.0090094209;323.02762
0.014086765;-0.0090516536;-0.0090516536;323.02762
0.014286969;-0.0090280781;-0.0090280781;323.13303
0.01424186;-0.0089924494;-0.0089924494;323.13303
0.014379525;-0.0090074316;-0.0090074316;323.14764
0.014426966;-0.0090458905;-0.0090458905;323.14764
0.014029038;-0.009414874;-0.009414874;323.01065
0.014029038;-0.0091708824;-0.0091708824;323.01172
0.014074605;-0.0091206571;-0.0091206571;323.03549
0.014275786;-0.0091205323;-0.0091205323;323.06952
0.014073615;-0.009448193;-0.009448193;323.03302
0.014401749;-0.009116713;-0.009116713;323.0835
0.014343125;-0.0091707073;-0.0091707073;323.04776
0.014029038;-0.0092633376;-0.0092633376;323.02472
0.014062445;-0.0093224393;-0.0093224393;323.02472
0.014209206;-0.009103707;-0.009103707;323.09302
0.014175575;-0.0091539426;-0.0091539426;323.09302
0.014185753;-0.0094481437;-0.0094481437;323.08542
0.014242142;-0.009414766;-0.009414766;323.08542
0.014084916;-0.009533436;-0.009533436;323.0556
0.014447392;-0.0091793165;-0.0091793165;323.09946
0.014366523;-0.0094040195;-0.0094040195;323.07376
0.01438877;-0.0092333108;-0.0092333108;323.07016
0.014163415;-0.0092632696;-0.0092632696;323.10596
0.014230974;-0.0093223276;-0.0093223276;323.10596
0.014934438;-0.0089316079;-0.0089316079;323.19781
0.014600195;-0.00911659;-0.00911659;323.0929
0.014577221;-0.0089866892;-0.0089866892;323.17065
0.014622439;-0.0090241395;-0.0090241395;323.17065
0.014040337;-0.0097012995;-0.0097012995;323.02634
0.014208079;-0.0095333783;-0.0095333783;323.11548
0.014140648;-0.0095853433;-0.0095853433;323.11548
0.014040339;-0.0095925424;-0.0095925424;323.02905
0.014085043;-0.0096541056;-0.0096541056;323.02905
0.014311968;-0.0096959183;-0.0096959183;323.16779
0.014317301;-0.009579557;-0.009579557;323.1434
0.014419357;-0.0094835758;-0.0094835758;323.12589
0.014555815;-0.0091792308;-0.0091792308;323.103
0.014513637;-0.009125296;-0.009125296;323.14728
0.014492642;-0.0092085702;-0.0092085702;323.14728
0.014355359;-0.0092924302;-0.0092924302;323.10815
0.014412177;-0.009340846;-0.009340846;323.10815
0.014957432;-0.0090265227;-0.0090265227;323.18158
0.014911693;-0.0089931926;-0.0089931926;323.18158
0.014667633;-0.0091705397;-0.0091705397;323.05923
0.014716358;-0.009011385;-0.009011385;323.17374
0.014765044;-0.0090523949;-0.0090523949;323.17374
0.014222204;-0.0097772032;-0.0097772032;323.15002
0.014088555;-0.0097814212;-0.0097814212;323.06314
0.014140774;-0.0096469065;-0.0096469065;323.14246
0.014151801;-0.0096565466;-0.0096565466;323.14246
0.014293671;-0.0098442687;-0.0098442687;323.17065
0.014383435;-0.0097629838;-0.0097629838;323.18509
0.014358961;-0.0096471859;-0.0096471859;323.18317
0.014260896;-0.0096411621;-0.0096411621;323.18317
0.014474417;-0.0095297955;-0.0095297955;323.16589
0.014500242;-0.009439528;-0.009439528;323.16589
0.014623254;-0.0092331795;-0.0092331795;323.07993
0.014490838;-0.0093109803;-0.0093109803;323.16324
0.01451267;-0.0093301162;-0.0093301162;323.16324
0.014935195;-0.009118977;-0.009118977;323.10126
0.014738563;-0.0091190981;-0.0091190981;323.09836
0.015263758;-0.0089381784;-0.0089381784;323.2002
0.01404385;-0.0099910134;-0.0099910134;323.03204
0.014092068;-0.0099320235;-0.0099320235;323.03888
0.01404385;-0.009878072;-0.009878072;323.03888
0.014152589;-0.0098215258;-0.0098215258;323.14374
0.014160103;-0.0097438553;-0.0097438553;323.14374
0.01428889;-0.0099791884;-0.0099791884;323.16663
0.01431406;-0.00991436;-0.00991436;323.19458
0.014250897;-0.0099024093;-0.0099024093;323.19458
0.014437862;-0.0098004723;-0.0098004723;323.20578
0.01455667;-0.0097644133;-0.0097644133;323.20706
0.014566444;-0.0094835004;-0.0094835004;323.13904
0.014470427;-0.0096318005;-0.0096318005;323.21402
0.014483824;-0.0096435435;-0.0096435435;323.21402
0.014645461;-0.0094038965;-0.0094038965;323.09323
0.015003153;-0.0091703786;-0.0091703786;323.06268
0.014601105;-0.0092816399;-0.0092816399;323.12967
0.014667694;-0.0093114479;-0.0093114479;323.12967
0.014828176;-0.009152378;-0.009152378;323.14676
0.014872053;-0.0091009224;-0.0091009224;323.14676
0.015075001;-0.009115654;-0.009115654;323.1026
0.015243541;-0.0089888889;-0.0089888889;323.18573
0.015291112;-0.0090230787;-0.0090230787;323.18573
0.014602969;-0.0096910372;-0.0096910372;323.19461
0.014079262;-0.010076015;-0.010076015;323.06122
0.0141561;-0.0099130264;-0.0099130264;323.1586
0.014171916;-0.0099268518;-0.0099268518;323.1586
0.014226927;-0.01007122;-0.01007122;323.14371
0.014359076;-0.010010968;-0.010010968;323.17218
0.014445291;-0.0099119162;-0.0099119162;323.20651
0.01441126;-0.009893707;-0.009893707;323.20651
0.014494308;-0.0097297626;-0.0097297626;323.2222
0.014488344;-0.0098042414;-0.0098042414;323.2222
0.014625843;-0.0098283123;-0.0098283123;323.20734
0.014718601;-0.0097497953;-0.0097497953;323.21216
0.014610801;-0.0095983529;-0.0095983529;323.19342
0.014554016;-0.0095855109;-0.0095855109;323.19342
0.014736281;-0.0094831921;-0.0094831921;323.11667
0.015047774;-0.00923423;-0.00923423;323.08603
0.014801688;-0.0092629343;-0.0092629343;323.16351
0.014869071;-0.0093219988;-0.0093219988;323.16351
0.015119622;-0.0091795065;-0.0091795065;323.11652
0.01526887;-0.0091155358;-0.0091155358;323.10345
0.014706214;-0.0096869869;-0.0096869869;323.19925
0.014529593;-0.012975742;-0.012975742;323.02017
0.014431548;-0.012898463;-0.012898463;323.06119
0.014470714;-0.012838787;-0.012838787;323.09137
0.014469816;-0.012875289;-0.012875289;323.09137
0.014336291;-0.01282524;-0.01282524;323.10141
0.014417697;-0.012844056;-0.012844056;323.10141
0.014089592;-0.012966969;-0.012966969;323.00958
0.014325559;-0.012933229;-0.012933229;323.03452
0.014350141;-0.012896291;-0.012896291;323.03452
0.01407019;-0.01293315;-0.01293315;323.00735
0.014046728;-0.012901119;-0.012901119;323.01019
0.014021181;-0.012875685;-0.012875685;323.01019
0.014021181;-0.012776344;-0.012776344;323.01154
0.014066455;-0.010251361;-0.010251361;323.03192
0.014031044;-0.010180269;-0.010180269;323.03192
0.014173117;-0.010030833;-0.010030833;323.14291
0.014144496;-0.010120995;-0.010120995;323.14291
0.014031044;-0.010305463;-0.010305463;323.0275
0.014287201;-0.010150648;-0.010150648;323.15732
0.014356184;-0.010092284;-0.010092284;323.1651
0.014418277;-0.0099643478;-0.0099643478;323.18777
0.014495778;-0.0098931408;-0.0098931408;323.22931
0.014512226;-0.0099075614;-0.0099075614;323.22931
0.014646046;-0.0098976083;-0.0098976083;323.22067
0.014587365;-0.0098825507;-0.0098825507;323.22067
0.014773454;-0.0097892005;-0.0097892005;323.22586
0.014902629;-0.0097596562;-0.0097596562;323.2204
0.014936782;-0.0094830757;-0.0094830757;323.12094
0.014804013;-0.0095184837;-0.0095184837;323.15967
0.014847174;-0.0094497921;-0.0094497921;323.15967
0.014760499;-0.0096296109;-0.0096296109;323.19516
0.014714048;-0.009575638;-0.009575638;323.19516
0.015025519;-0.0094051072;-0.0094051072;323.09854
0.015223667;-0.0091794236;-0.0091794236;323.11679
0.015003319;-0.0092933485;-0.0092933485;323.13641
0.015070159;-0.0093431743;-0.0093431743;323.13641
0.015183677;-0.0091247521;-0.0091247521;323.16708
0.015164037;-0.0092100063;-0.0092100063;323.16708
0.015338664;-0.0091702184;-0.0091702184;323.06381
0.014547613;-0.012898055;-0.012898055;323.06784
0.01450694;-0.012868629;-0.012868629;323.07898
0.014487077;-0.012891651;-0.012891651;323.07898
0.014409616;-0.012942002;-0.012942002;323.01434
0.014417415;-0.012975742;-0.012975742;323.01434
0.014585745;-0.012945056;-0.012945056;323.03455
0.014526079;-0.012940605;-0.012940605;323.03455
0.014445667;-0.012899709;-0.012899709;323.06906
0.014432713;-0.012808803;-0.012808803;323.10962
0.014530521;-0.01278522;-0.01278522;323.10938
0.014516165;-0.012755233;-0.012755233;323.10938
0.014301442;-0.012755558;-0.012755558;323.09625
0.014268611;-0.012870873;-0.012870873;323.09076
0.014202047;-0.012966969;-0.012966969;323.02121
0.014225069;-0.012924456;-0.012924456;323.02121
0.014119198;-0.012873992;-0.012873992;323.04471
0.014095736;-0.012841962;-0.012841962;323.04471
0.014066969;-0.012695807;-0.012695807;323.03668
0.01413169;-0.01023724;-0.01023724;323.15189
0.014161512;-0.010263315;-0.010263315;323.15189
0.014075036;-0.010375791;-0.010375791;323.06149
0.014309474;-0.010240291;-0.010240291;323.17816
0.014250405;-0.010226488;-0.010226488;323.17816
0.014411989;-0.010129908;-0.010129908;323.16785
0.014536141;-0.0099599613;-0.0099599613;323.1897
0.014492678;-0.0099979723;-0.0099979723;323.1897
0.014611277;-0.009960576;-0.009960576;323.18048
0.014845878;-0.0097212251;-0.0097212251;323.23883
0.01482517;-0.0097993547;-0.0097993547;323.23883
0.014739376;-0.0098827751;-0.0098827751;323.22131
0.014774016;-0.009907919;-0.009907919;323.22131
0.014959806;-0.0098299794;-0.0098299794;323.21643
0.015051789;-0.0097532123;-0.0097532123;323.22086
0.014994611;-0.0096828891;-0.0096828891;323.21582
0.01500325;-0.0095522227;-0.0095522227;323.17853
0.01482824;-0.0096057905;-0.0096057905;323.233
0.014849515;-0.0096244402;-0.0096244402;323.233
0.015091986;-0.0094742551;-0.0094742551;323.14941
0.01529346;-0.0092341052;-0.0092341052;323.08725
0.01515903;-0.0093145566;-0.0093145566;323.18399
0.015181036;-0.009333849;-0.009333849;323.18399
0.015408725;-0.0091187134;-0.0091187134;323.103
0.014701949;-0.012938395;-0.012938395;323.04242
0.014605526;-0.012870286;-0.012870286;323.10114
0.014567482;-0.012841414;-0.012841414;323.10193
0.014590166;-0.012794505;-0.012794505;323.10193
0.014450076;-0.012904912;-0.012904912;323.05753
0.014450945;-0.012906864;-0.012906864;323.0278
0.014442627;-0.012760997;-0.012760997;323.13049
0.014545555;-0.012689099;-0.012689099;323.11874
0.014391321;-0.012676392;-0.012676392;323.11667
0.014233553;-0.012703911;-0.012703911;323.0932
0.014115978;-0.012735992;-0.012735992;323.06229
0.014161621;-0.012848654;-0.012848654;323.08133
0.014180583;-0.012865297;-0.012865297;323.08133
0.014286735;-0.012592831;-0.012592831;323.11346
0.014067173;-0.012637053;-0.012637053;323.03793
0.014047136;-0.012602436;-0.012602436;323.02075
0.014021385;-0.012577299;-0.012577299;323.02075
0.014021385;-0.012478205;-0.012478205;323.01807
0.014141505;-0.010406106;-0.010406106;323.14105
0.014162746;-0.010347751;-0.010347751;323.14105
0.014083616;-0.010512893;-0.010512893;323.03619
0.014039624;-0.010462899;-0.010462899;323.03619
0.01423119;-0.010376371;-0.010376371;323.14404
0.014289024;-0.010305739;-0.010305739;323.15668
0.014402076;-0.010202075;-0.010202075;323.18359
0.014435601;-0.010218975;-0.010218975;323.18359
0.01451015;-0.010082204;-0.010082204;323.17612
0.014466385;-0.01012849;-0.01012849;323.17612
0.014679632;-0.0099985441;-0.0099985441;323.1521
0.014749043;-0.0099607212;-0.0099607212;323.18134
0.014825738;-0.0098924488;-0.0098924488;323.23691
0.014842809;-0.0099074161;-0.0099074161;323.23691
0.014920697;-0.0098846313;-0.0098846313;323.22629
0.014981501;-0.009901843;-0.009901843;323.22629
0.015110853;-0.0097951004;-0.0097951004;323.23206
0.014946022;-0.0099624069;-0.0099624069;323.18042
0.015239363;-0.0097631505;-0.0097631505;323.22372
0.015248112;-0.0094741723;-0.0094741723;323.15063
0.015047493;-0.0096262498;-0.0096262498;323.22476
0.014959146;-0.009606231;-0.009606231;323.22476
0.015180916;-0.0094315968;-0.0094315968;323.18512
0.01515852;-0.0095100524;-0.0095100524;323.18512
0.015315634;-0.0094049908;-0.0094049908;323.10068
0.015337876;-0.0093125366;-0.0093125366;323.1394
0.015270474;-0.0092839692;-0.0092839692;323.1394
0.01549834;-0.0091519943;-0.0091519943;323.15118
0.015544805;-0.0091004716;-0.0091004716;323.15118
0.014927371;-0.012949012;-0.012949012;323.02045
0.014886341;-0.012979248;-0.012979248;323.02045
0.014774713;-0.012937448;-0.012937448;323.04443
0.014689016;-0.012857846;-0.012857846;323.09708
0.014747307;-0.012878953;-0.012878953;323.09708
0.014707498;-0.012767718;-0.012767718;323.11444
0.014646691;-0.01273325;-0.01273325;323.11087
0.014616438;-0.01265783;-0.01265783;323.12152
0.014376827;-0.0125943;-0.0125943;323.12421
0.014494222;-0.012644683;-0.012644683;323.13593
0.014448424;-0.012694865;-0.012694865;323.13593
0.014158403;-0.012751377;-0.012751377;323.09714
0.014177155;-0.01267074;-0.01267074;323.09714
0.014252312;-0.012515515;-0.012515515;323.13599
0.014305702;-0.012504302;-0.012504302;323.13599
0.014112963;-0.01257737;-0.01257737;323.05865
0.014092925;-0.012542753;-0.012542753;323.05865
0.014066942;-0.012402125;-0.012402125;323.04471
0.014774181;-0.012979247;-0.012979247;323.0162
0.014030457;-0.010600398;-0.010600398;323.02658
0.014074449;-0.010551295;-0.010551295;323.06284
0.014150087;-0.01048411;-0.01048411;323.15573
0.014172561;-0.010503762;-0.010503762;323.15573
0.014292193;-0.010469213;-0.010469213;323.16199
0.01438081;-0.010366061;-0.010366061;323.1658
0.014434786;-0.010317513;-0.010317513;323.17462
0.01461086;-0.010115494;-0.010115494;323.1062
0.01449;-0.010193038;-0.010193038;323.19864
0.014510865;-0.010211331;-0.010211331;323.19864
0.014678196;-0.010069221;-0.010069221;323.08066
0.014826097;-0.0099980207;-0.0099980207;323.18127
0.014868141;-0.0099601857;-0.0099601857;323.18127
0.01511703;-0.0099136271;-0.0099136271;323.22589
0.015079673;-0.0098890774;-0.0098890774;323.22589
0.015164788;-0.0098050972;-0.0098050972;323.24377
0.015180881;-0.0097261015;-0.0097261015;323.24377
0.015015799;-0.010000199;-0.010000199;323.15344
0.015295281;-0.0098312125;-0.0098312125;323.21957
0.015383375;-0.009751291;-0.009751291;323.22379
0.015327457;-0.009683229;-0.009683229;323.21887
0.015336573;-0.0095531493;-0.0095531493;323.18134
0.015158129;-0.0096080387;-0.0096080387;323.23862
0.015180406;-0.0096275685;-0.0096275685;323.23862
0.015404095;-0.0094839679;-0.0094839679;323.12451
0.0154727;-0.0092626186;-0.0092626186;323.1698
0.015540074;-0.0093216896;-0.0093216896;323.1698
0.015015806;-0.012959309;-0.012959309;323.03378
0.014860567;-0.012907212;-0.012907212;323.05597
0.014866143;-0.012895647;-0.012895647;323.05597
0.01482565;-0.012848798;-0.012848798;323.11292
0.014845691;-0.01286644;-0.01286644;323.11292
0.014762957;-0.012694559;-0.012694559;323.12881
0.014637433;-0.012608483;-0.012608483;323.14053
0.014588706;-0.012568864;-0.012568864;323.14053
0.014395795;-0.012485064;-0.012485064;323.14258
0.01443249;-0.012541887;-0.012541887;323.14258
0.014492785;-0.012553092;-0.012553092;323.15552
0.014516379;-0.012573797;-0.012573797;323.15552
0.014112731;-0.012441535;-0.012441535;323.07373
0.014254239;-0.012420787;-0.012420787;323.1283
0.014154973;-0.012551642;-0.012551642;323.11688
0.014176945;-0.012570873;-0.012570873;323.11688
0.014307621;-0.012318659;-0.012318659;323.13602
0.014063017;-0.012345237;-0.012345237;323.04291
0.014039286;-0.012303219;-0.012303219;323.0209
0.01401746;-0.012276988;-0.012276988;323.0209
0.014078685;-0.010672845;-0.010672845;323.0607
0.014136893;-0.010560912;-0.010560912;323.13968
0.014168537;-0.010542165;-0.010542165;323.13968
0.01431457;-0.01057388;-0.01057388;323.18692
0.014254806;-0.010518584;-0.010518584;323.18692
0.014382741;-0.010471195;-0.010471195;323.1741
0.01449285;-0.010390113;-0.010390113;323.18091
0.014514531;-0.010309868;-0.010309868;323.18091
0.014250779;-0.01057778;-0.01057778;323.16748
0.014591618;-0.010337719;-0.010337719;323.12405
0.014644179;-0.010226242;-0.010226242;323.14572
0.014587961;-0.010180074;-0.010180074;323.14572
0.014857397;-0.010069135;-0.010069135;323.13254
0.014778908;-0.010102511;-0.010102511;323.13254
0.014947001;-0.010102425;-0.010102425;323.06525
0.015088632;-0.009964183;-0.009964183;323.18289
0.015170972;-0.0098986188;-0.0098986188;323.24033
0.015187542;-0.0099131493;-0.0099131493;323.24033
0.015002549;-0.010069091;-0.010069091;323.08136
0.015259557;-0.0098876748;-0.0098876748;323.22864
0.015314986;-0.0099005587;-0.0099005587;323.22864
0.015442125;-0.0097954366;-0.0097954366;323.23468
0.015603923;-0.0094838515;-0.0094838515;323.12506
0.015291269;-0.0096085435;-0.0096085435;323.22778
0.015379839;-0.009627155;-0.009627155;323.22778
0.015514313;-0.0094505688;-0.0094505688;323.16626
0.015467974;-0.0095203379;-0.0095203379;323.16626
0.016009694;-0.0091698961;-0.0091698961;323.06412
0.015086937;-0.012989543;-0.012989543;323.01797
0.015074436;-0.012910594;-0.012910594;323.0629
0.014906648;-0.012884297;-0.012884297;323.09833
0.014886196;-0.012855089;-0.012855089;323.09833
