x;y;z;total-temperature
0.014240027;-0.0043497402;-0.0043497402;323.17285
0.014356199;-0.0044081691;-0.0044081691;323.20294
0.014187217;-0.0043403064;-0.0043403064;323.2019
0.014191707;-0.0043854774;-0.0043854774;323.2019
0.014139784;-0.0042755189;-0.0042755189;323.18539
0.014150727;-0.0042850827;-0.0042850827;323.18539
0.014335285;-0.0044642957;-0.0044642957;323.2063
0.01436141;-0.0044674012;-0.0044674012;323.2063
0.014678729;-0.0044316035;-0.0044316035;323.09164
0.014614048;-0.0045391442;-0.0045391442;323.20779
0.014393583;-0.0045109857;-0.0045109857;323.21298
0.014487051;-0.0045777657;-0.0045777657;323.2666
0.014505722;-0.0045941244;-0.0045941244;323.2666
0.014338945;-0.0043722671;-0.0043722671;323.18439
0.014217616;-0.004226442;-0.004226442;323.19656
0.014270426;-0.0042454507;-0.0042454507;323.19656
0.014401554;-0.0043651978;-0.0043651978;323.19147
0.014166929;-0.0042876326;-0.0042876326;323.22247
0.014445394;-0.0043696817;-0.0043696817;323.21509
0.014408878;-0.0044075716;-0.0044075716;323.21509
0.014615522;-0.0043822643;-0.0043822643;323.1228
0.014507964;-0.0044971439;-0.0044971439;323.22046
0.014463774;-0.0045293006;-0.0045293006;323.22046
0.014361475;-0.0043076146;-0.0043076146;323.2045
0.014340528;-0.0042319647;-0.0042319647;323.2045
0.014415246;-0.0042871316;-0.0042871316;323.21854
0.014438071;-0.0043088128;-0.0043088128;323.21854
0.014648862;-0.0042897458;-0.0042897458;323.17084
0.014596771;-0.0042552445;-0.0042552445;323.17084
0.014473018;-0.004301799;-0.004301799;323.22913
0.014542344;-0.00436628;-0.00436628;323.20538
0.014493636;-0.0044156886;-0.0044156886;323.20538
0.014615543;-0.0042120661;-0.0042120661;323.11615
0.014385841;-0.0041336766;-0.0041336766;323.2063
0.014283337;-0.0040234737;-0.0040234737;323.19867
0.014133099;-0.0039806035;-0.0039806035;323.18677
0.014146343;-0.0039921827;-0.0039921827;323.18677
0.014441736;-0.0041838177;-0.0041838177;323.21506
0.014560922;-0.0041589388;-0.0041589388;323.15945
0.0145025;-0.0042799716;-0.0042799716;323.23566
0.014523583;-0.0042984453;-0.0042984453;323.23566
0.014634314;-0.0041540489;-0.0041540489;323.08575
0.014579691;-0.004100922;-0.004100922;323.15802
0.014382154;-0.0040315813;-0.0040315813;323.21414
0.014304326;-0.0039479025;-0.0039479025;323.22794
0.014231958;-0.0039523686;-0.0039523686;323.22794
0.014494042;-0.0041836714;-0.0041836714;323.21927
0.014512606;-0.0041058394;-0.0041058394;323.21927
0.014678754;-0.0041207154;-0.0041207154;323.08841
0.014925067;-0.0041293986;-0.0041293986;323.11139
0.014750675;-0.0040962193;-0.0040962193;323.12457
0.014613803;-0.0040179244;-0.0040179244;323.19672
0.014403143;-0.0039323028;-0.0039323028;323.23822
0.014429589;-0.0039802105;-0.0039802105;323.23822
0.014483065;-0.0039806427;-0.0039806427;323.25751
0.014510088;-0.0040043225;-0.0040043225;323.25751
0.014980617;-0.0040960652;-0.0040960652;323.12399
0.014679533;-0.0040377178;-0.0040377178;323.17007
0.014751456;-0.0040132217;-0.0040132217;323.19257
0.014807041;-0.0041294843;-0.0041294843;323.17392
0.01486285;-0.0040716375;-0.0040716375;323.17392
0.014647917;-0.0039478163;-0.0039478163;323.24014
0.014592518;-0.0039539807;-0.0039539807;323.24014
0.014547034;-0.003883617;-0.003883617;323.23633
0.014457237;-0.0039085066;-0.0039085066;323.25162
0.014456619;-0.0039327345;-0.0039327345;323.25162
0.014992145;-0.0040106536;-0.0040106536;323.18942
0.014741133;-0.003928008;-0.003928008;323.23981
0.014778939;-0.0039736205;-0.0039736205;323.23981
0.014833972;-0.0039836657;-0.0039836657;323.25424
0.014851189;-0.0039987541;-0.0039987541;323.25424
0.014628843;-0.0038812102;-0.0038812102;323.23495
0.014546367;-0.0038075056;-0.0038075056;323.24078
0.014440405;-0.003832411;-0.003832411;323.25562
0.014493212;-0.0037804737;-0.0037804737;323.25562
0.014127067;-0.0019107362;-0.0019107362;323.18546
0.014155461;-0.0019355719;-0.0019355719;323.18546
0.015086598;-0.0040145717;-0.0040145717;323.19193
0.014924939;-0.0039512324;-0.0039512324;323.24396
0.01498146;-0.0039387043;-0.0039387043;323.24396
0.014873411;-0.003885051;-0.003885051;323.24063
0.014796165;-0.0039380542;-0.0039380542;323.25845
0.014781662;-0.003907524;-0.003907524;323.25845
0.014719437;-0.0038035617;-0.0038035617;323.24634
0.014663366;-0.0037540582;-0.0037540582;323.2439
0.014502791;-0.0037002179;-0.0037002179;323.26373
0.014518955;-0.0037143826;-0.0037143826;323.26373
0.014268037;-0.0029074166;-0.0029074166;323.1561
0.014140088;-0.0028610872;-0.0028610872;323.17737
0.014149464;-0.0028692849;-0.0028692849;323.17737
0.014056641;-0.0026518703;-0.0026518703;323.06418
0.01401677;-0.002611493;-0.002611493;323.02689
0.014248721;-0.0019015544;-0.0019015544;323.22818
0.014313585;-0.0019158343;-0.0019158343;323.22818
0.015318536;-0.0040998268;-0.0040998268;323.11996
0.015113838;-0.0039768205;-0.0039768205;323.2413
0.015075915;-0.0039253985;-0.0039253985;323.2413
0.01496166;-0.0038831644;-0.0038831644;323.23746
0.014872991;-0.0038035016;-0.0038035016;323.24777
0.014657766;-0.0036115421;-0.0036115421;323.21436
0.014761823;-0.0038259942;-0.0038259942;323.26807
0.014816433;-0.0037749342;-0.0037749342;323.26807
0.014717639;-0.0037084371;-0.0037084371;323.26477
0.014626381;-0.0036957934;-0.0036957934;323.26477
0.014494163;-0.0031046874;-0.0031046874;323.20248
0.014513634;-0.0031217525;-0.0031217525;323.20248
0.014361732;-0.0029180681;-0.0029180681;323.17395
0.01415635;-0.0027381878;-0.0027381878;323.16837
0.014134931;-0.0027955456;-0.0027955456;323.16837
0.014104933;-0.0026017749;-0.0026017749;323.1087
0.01401677;-0.0024657766;-0.0024657766;323.03
0.014037907;-0.0025367555;-0.0025367555;323.03
0.014065064;-0.0024398908;-0.0024398908;323.06638
0.014077549;-0.0023772537;-0.0023772537;323.07602
0.014274738;-0.0022841741;-0.0022841741;323.18845
0.014123808;-0.0022197717;-0.0022197717;323.18457
0.014151114;-0.0022436529;-0.0022436529;323.18457
0.014442623;-0.0019275798;-0.0019275798;323.24368
0.014410537;-0.0018968792;-0.0018968792;323.24368
0.015327862;-0.0040149498;-0.0040149498;323.1875
0.015171406;-0.0039911275;-0.0039911275;323.25473
0.015191038;-0.0040083318;-0.0040083318;323.25473
0.015209801;-0.0038848517;-0.0038848517;323.24326
0.015133484;-0.0039397054;-0.0039397054;323.2616
0.015118212;-0.0039054852;-0.0039054852;323.2616
0.015055869;-0.0037988101;-0.0037988101;323.25073
0.014981539;-0.0037406541;-0.0037406541;323.24915
0.0147045;-0.003658412;-0.003658412;323.24188
0.014828323;-0.0036898453;-0.0036898453;323.28244
0.014847741;-0.0037068622;-0.0037068622;323.28244
0.014573877;-0.0029913038;-0.0029913038;323.17831
0.014482575;-0.0030282091;-0.0030282091;323.20935
0.0144977;-0.0029687907;-0.0029687907;323.20935
0.014410052;-0.0028696235;-0.0028696235;323.20624
0.014222291;-0.0023703363;-0.0023703363;323.17111
0.01415024;-0.0026303791;-0.0026303791;323.17471
0.014176693;-0.002579882;-0.002579882;323.17471
0.014113356;-0.0025355122;-0.0025355122;323.09097
0.014086201;-0.0025108696;-0.0025108696;323.09097
0.014156506;-0.0023390613;-0.0023390613;323.17331
0.014143872;-0.0024105823;-0.0024105823;323.17331
0.014272551;-0.0026383835;-0.0026383835;323.19034
0.014333264;-0.002333991;-0.002333991;323.19589
0.0142941;-0.0022154378;-0.0022154378;323.21573
0.014236263;-0.0022061919;-0.0022061919;323.21573
0.014607888;-0.0019739328;-0.0019739328;323.21124
0.014492556;-0.0019191885;-0.0019191885;323.2699
0.014510401;-0.0019348349;-0.0019348349;323.2699
0.018434716;-0.0041740099;-0.0041740099;323.10602
0.018344492;-0.0040958147;-0.0040958147;323.12259
0.018339822;-0.0039418973;-0.0039418973;323.24591
0.018292863;-0.0039537805;-0.0039537805;323.24591
0.018004714;-0.0040968759;-0.0040968759;323.1214
0.018111134;-0.0040113367;-0.0040113367;323.19528
0.018264377;-0.0035189542;-0.0035189542;323.19223
0.018209709;-0.0033818597;-0.0033818597;323.22583
0.018227272;-0.0033972652;-0.0033972652;323.22583
0.018291119;-0.003854709;-0.003854709;323.26163
0.018210845;-0.0039864779;-0.0039864779;323.25854
0.01822835;-0.004001833;-0.004001833;323.25854
0.015424728;-0.0040125544;-0.0040125544;323.19299
0.015314977;-0.0039431415;-0.0039431415;323.24362
0.015262831;-0.0039569824;-0.0039569824;323.24362
0.015296862;-0.0038849469;-0.0038849469;323.23898
0.015209831;-0.0037986988;-0.0037986988;323.25217
0.015076168;-0.0037378494;-0.0037378494;323.25372
0.015098332;-0.0038193518;-0.0038193518;323.27307
0.015155926;-0.003767377;-0.003767377;323.27307
0.015021652;-0.0036769712;-0.0036769712;323.27094
0.014944411;-0.0036717465;-0.0036717465;323.27094
0.014909542;-0.0036070375;-0.0036070375;323.22156
0.014815181;-0.0036540006;-0.0036540006;323.2439
0.014831211;-0.0036351641;-0.0036351641;323.2439
0.014650001;-0.0029299899;-0.0029299899;323.20877
0.014510233;-0.002857656;-0.002857656;323.22836
0.014479168;-0.002883543;-0.002883543;323.22836
0.014367656;-0.0027801972;-0.0027801972;323.21848
0.014422583;-0.0028274897;-0.0028274897;323.21848
0.01431927;-0.002426042;-0.002426042;323.19781
0.014266137;-0.0024477309;-0.0024477309;323.18967
0.014233172;-0.0025848646;-0.0025848646;323.19867
0.014158542;-0.0024978621;-0.0024978621;323.19241
0.01417657;-0.0025136275;-0.0025136275;323.19241
0.014388793;-0.002703177;-0.002703177;323.21765
0.014332938;-0.0026236272;-0.0026236272;323.20761
0.014394089;-0.0022919443;-0.0022919443;323.21176
0.014434867;-0.0022164814;-0.0022164814;323.22397
0.014393405;-0.002189792;-0.002189792;323.22397
0.014676639;-0.0020050935;-0.0020050935;323.17923
0.014583583;-0.0019051045;-0.0019051045;323.25839
0.014638913;-0.0019130558;-0.0019130558;323.25839
0.018488234;-0.0041151303;-0.0041151303;323.15179
0.018353257;-0.0040125786;-0.0040125786;323.18982
0.018560082;-0.0040895427;-0.0040895427;323.19534
0.01854025;-0.0041706562;-0.0041706562;323.19534
0.018431561;-0.0039229132;-0.0039229132;323.24673
0.018476296;-0.0039680479;-0.0039680479;323.24673
0.018357335;-0.0037577248;-0.0037577248;323.27216
0.018348977;-0.0036057346;-0.0036057346;323.22723
0.018547304;-0.0033884987;-0.0033884987;323.22568
0.018564219;-0.0034033358;-0.0034033358;323.22568
0.018145084;-0.0039732666;-0.0039732666;323.24615
0.018096875;-0.0039244001;-0.0039244001;323.24615
0.018012641;-0.0040122438;-0.0040122438;323.18985
0.018262988;-0.0036064738;-0.0036064738;323.23035
0.018163232;-0.003547013;-0.003547013;323.23318
0.018207861;-0.0034798377;-0.0034798377;323.23318
0.018209623;-0.0038874056;-0.0038874056;323.27777
0.018225385;-0.0038036888;-0.0038036888;323.27777
0.018143879;-0.0038539285;-0.0038539285;323.26221
0.015653979;-0.0040972796;-0.0040972796;323.12198
0.015411846;-0.0039278134;-0.0039278134;323.24368
0.015456554;-0.0039767474;-0.0039767474;323.24368
0.015387621;-0.0038000485;-0.0038000485;323.25275
0.015318405;-0.0037355728;-0.0037355728;323.25235
0.015133663;-0.003688992;-0.003688992;323.27048
0.015116285;-0.0036567;-0.0036567;323.27048
0.015170964;-0.0036805123;-0.0036805123;323.2879
0.015190871;-0.003697959;-0.003697959;323.2879
0.01499018;-0.0036077944;-0.0036077944;323.22162
0.014908942;-0.0035238462;-0.0035238462;323.18832
0.01481532;-0.0035519872;-0.0035519872;323.22522
0.014847286;-0.0034875858;-0.0034875858;323.22522
0.014604889;-0.0028815893;-0.0028815893;323.23438
0.014496054;-0.0027992844;-0.0027992844;323.26743
0.014514587;-0.0028155304;-0.0028155304;323.26743
0.014379662;-0.0024685243;-0.0024685243;323.21829
0.014271501;-0.0025244986;-0.0025244986;323.21829
0.014233052;-0.0025037199;-0.0025037199;323.21829
0.014462259;-0.0027341908;-0.0027341908;323.25781
0.014454551;-0.002685338;-0.002685338;323.25781
0.014387039;-0.0025731639;-0.0025731639;323.22943
0.014435121;-0.0023803806;-0.0023803806;323.21475
0.014493309;-0.0022054785;-0.0022054785;323.23953
0.014510284;-0.0022203613;-0.0022203613;323.23953
0.014678949;-0.0020772952;-0.0020772952;323.0954
0.014746801;-0.0019723456;-0.0019723456;323.20908
0.014772524;-0.0019225595;-0.0019225595;323.25879
0.014733389;-0.0018944301;-0.0018944301;323.25879
0.018618442;-0.0041483543;-0.0041483543;323.13797
0.018444981;-0.004009679;-0.004009679;323.19577
0.018600255;-0.0035199597;-0.0035199597;323.19263
0.018474588;-0.0038518857;-0.0038518857;323.26242
0.018539393;-0.0039763008;-0.0039763008;323.25882
0.018557711;-0.0039923671;-0.0039923671;323.25882
0.018449077;-0.0037585134;-0.0037585134;323.27112
0.018376593;-0.0036706657;-0.0036706657;323.27866
0.018308632;-0.0036690354;-0.0036690354;323.27866
0.018544609;-0.0034827415;-0.0034827415;323.23361
0.018499101;-0.0035473194;-0.0035473194;323.23361
0.017998368;-0.0039406796;-0.0039406796;323.24548
0.017948113;-0.0039533693;-0.0039533693;323.24548
0.018179419;-0.0036345152;-0.0036345152;323.25412
0.018180426;-0.0036548998;-0.0036548998;323.25412
0.018206656;-0.0036901755;-0.0036901755;323.29282
0.018223641;-0.0037050741;-0.0037050741;323.29282
0.018116396;-0.003757095;-0.003757095;323.27121
0.015663778;-0.0040147998;-0.0040147998;323.18832
0.01545046;-0.0038567558;-0.0038567558;323.25891
0.015516019;-0.003992469;-0.003992469;323.25641
0.01553076;-0.004005387;-0.004005387;323.25641
0.015409134;-0.0037368275;-0.0037368275;323.25571
0.015358052;-0.0036697013;-0.0036697013;323.27353
0.015284424;-0.0036634093;-0.0036634093;323.27353
0.01524319;-0.0036044486;-0.0036044486;323.22528
0.015153586;-0.0036482203;-0.0036482203;323.24844
0.01516275;-0.003633369;-0.003633369;323.24844
0.01508613;-0.0035245756;-0.0035245756;323.19046
0.015008285;-0.0034594454;-0.0034594454;323.16739
0.014834792;-0.0033963975;-0.0033963975;323.21744
0.014850081;-0.003409798;-0.003409798;323.21744
0.014958032;-0.0032972638;-0.0032972638;323.09802
0.014609245;-0.0028179158;-0.0028179158;323.26633
0.014685363;-0.0028581282;-0.0028581282;323.26633
0.014666133;-0.0027553702;-0.0027553702;323.25885
0.014506393;-0.0026526588;-0.0026526588;323.25006
0.014420006;-0.0025239391;-0.0025239391;323.23468
0.01436498;-0.0025109921;-0.0025109921;323.23468
0.014487029;-0.0025711816;-0.0025711816;323.25513
0.014435187;-0.0026038608;-0.0026038608;323.25513
0.01451175;-0.0023197848;-0.0023197848;323.22015
0.014494344;-0.0024043277;-0.0024043277;323.22015
0.014586688;-0.0023485748;-0.0023485748;323.15247
0.014643189;-0.00223362;-0.00223362;323.17389
0.014585231;-0.0021899203;-0.0021899203;323.17389
0.014741856;-0.0021215559;-0.0021215559;323.10968
0.014778686;-0.0020554748;-0.0020554748;323.16937
0.014831088;-0.0019116276;-0.0019116276;323.27542
0.014850502;-0.0019286509;-0.0019286509;323.27542
0.014946203;-0.0019735489;-0.0019735489;323.20746
0.014923844;-0.0019009128;-0.0019009128;323.2627
0.014977757;-0.0019131154;-0.0019131154;323.2627
0.018678302;-0.0040927599;-0.0040927599;323.12357
0.018666001;-0.0039381548;-0.0039381548;323.24707
0.018621037;-0.0039473469;-0.0039473469;323.24707
0.018621262;-0.003851962;-0.003851962;323.26205
0.018598795;-0.0036035317;-0.0036035317;323.22931
0.018556209;-0.0038015984;-0.0038015984;323.27762
0.018537669;-0.0038809173;-0.0038809173;323.27762
0.01846835;-0.0036536574;-0.0036536574;323.27768
0.018492101;-0.0036904679;-0.0036904679;323.27768
0.018512418;-0.0036499139;-0.0036499139;323.25339
0.018514566;-0.0036308754;-0.0036308754;323.25339
0.017670531;-0.0040969513;-0.0040969513;323.12103
0.017770479;-0.0040164809;-0.0040164809;323.1922
0.017926272;-0.0035229146;-0.0035229146;323.19333
0.017867573;-0.003384718;-0.003384718;323.22559
0.017887121;-0.0034018634;-0.0034018634;323.22559
0.017950399;-0.0038545721;-0.0038545721;323.26068
0.017859504;-0.0039863628;-0.0039863628;323.25702
0.017878659;-0.004003162;-0.004003162;323.25702
0.018137166;-0.0036566977;-0.0036566977;323.27805
0.018163396;-0.0036919734;-0.0036919734;323.27805
0.01802141;-0.0037582777;-0.0037582777;323.27167
0.018013887;-0.0036055632;-0.0036055632;323.22717
0.015651369;-0.0039438135;-0.0039438135;323.24487
0.015598443;-0.0039572068;-0.0039572068;323.24487
0.015753945;-0.0040175561;-0.0040175561;323.1922
0.015632646;-0.0038875146;-0.0038875146;323.24152
0.015578891;-0.0038359482;-0.0038359482;323.25162
0.015523843;-0.0038059289;-0.0038059289;323.27505
0.015509918;-0.0038927423;-0.0038927423;323.27505
0.015448786;-0.0036533859;-0.0036533859;323.2728
0.015465874;-0.0036891708;-0.0036891708;323.2728
0.015327573;-0.0036022167;-0.0036022167;323.22287
0.015242497;-0.003524468;-0.003524468;323.19177
0.015144159;-0.0035534054;-0.0035534054;323.23056
0.015180762;-0.0034882305;-0.0034882305;323.23056
0.015058474;-0.0034074418;-0.0034074418;323.19418
0.014961927;-0.0033940545;-0.0033940545;323.19418
0.015030476;-0.0033377949;-0.0033377949;323.13199
0.014959251;-0.0032123961;-0.0032123961;323.0976
0.014902819;-0.0029866768;-0.0029866768;323.19418
0.014814694;-0.0030210086;-0.0030210086;323.23169
0.014821895;-0.0029622873;-0.0029622873;323.23169
0.014905882;-0.0029042109;-0.0029042109;323.22864
0.014802758;-0.0028798413;-0.0028798413;323.25076
0.014841676;-0.0028560583;-0.0028560583;323.25076
0.014778203;-0.0028388363;-0.0028388363;323.26953
0.014794917;-0.0028366214;-0.0028366214;323.26953
0.014758971;-0.0027523406;-0.0027523406;323.26068
0.014589522;-0.0026552128;-0.0026552128;323.24893
0.014493912;-0.0025054186;-0.0025054186;323.25961
0.014512785;-0.0025219645;-0.0025219645;323.25961
0.014679943;-0.0024277905;-0.0024277905;323.15344
0.014893816;-0.0020553852;-0.0020553852;323.16858
0.014760308;-0.0022497941;-0.0022497941;323.16519
0.014730737;-0.0022141205;-0.0022141205;323.16519
0.014852029;-0.0020226899;-0.0020226899;323.21307
0.014825356;-0.0020997135;-0.0020997135;323.21307
0.015013013;-0.0020062593;-0.0020062593;323.1777
0.015072301;-0.0018977294;-0.0018977294;323.26306
0.015112919;-0.0019248985;-0.0019248985;323.26306
0.018683253;-0.0040086531;-0.0040086531;323.19189
0.018759718;-0.0039237919;-0.0039237919;323.24646
0.018808423;-0.0039720223;-0.0039720223;323.24646
0.01868826;-0.0037602065;-0.0037602065;323.27203
0.018683724;-0.0036041897;-0.0036041897;323.22638
0.018536167;-0.0036867245;-0.0036867245;323.29257
0.018556435;-0.0037045013;-0.0037045013;323.29257
0.017679239;-0.0040163998;-0.0040163998;323.18735
0.017757004;-0.0039294618;-0.0039294618;323.24319
0.017798653;-0.0039778221;-0.0039778221;323.24319
0.01780062;-0.0038560436;-0.0038560436;323.25998
0.017925622;-0.0036073213;-0.0036073213;323.23059
0.017820975;-0.0035526932;-0.0035526932;323.23349
0.017866932;-0.0034858475;-0.0034858475;323.23349
0.017882895;-0.0038055682;-0.0038055682;323.27628
0.01786145;-0.0038875656;-0.0038875656;323.27628
0.018042168;-0.0036727961;-0.0036727961;323.27829
0.017973443;-0.0036699979;-0.0036699979;323.27829
0.015990989;-0.0040998762;-0.0040998762;323.12042
0.015778771;-0.0039773067;-0.0039773067;323.24237
0.015741544;-0.0039263852;-0.0039263852;323.24237
0.015725881;-0.0038029512;-0.0038029512;323.254
0.015655061;-0.0037410939;-0.0037410939;323.25314
0.015503007;-0.0036840101;-0.0036840101;323.28952
0.015523031;-0.0037015604;-0.0037015604;323.28952
0.015576881;-0.0036032572;-0.0036032572;323.2262
0.015485917;-0.0036482252;-0.0036482252;323.24991
0.015495452;-0.003629985;-0.003629985;323.24991
0.015421253;-0.0035223637;-0.0035223637;323.19174
0.015346925;-0.0034594471;-0.0034594471;323.16882
0.015172929;-0.0033916964;-0.0033916964;323.2229
0.015190822;-0.0034073808;-0.0034073808;323.2229
0.015296337;-0.0032948067;-0.0032948067;323.09894
0.015144926;-0.0033354638;-0.0033354638;323.15765
0.01518441;-0.0032948696;-0.0032948696;323.15765
0.015031057;-0.0031713487;-0.0031713487;323.13263
0.01500881;-0.0030463438;-0.0030463438;323.17267
0.014832051;-0.0030959349;-0.0030959349;323.22208
0.014850543;-0.0031121436;-0.0031121436;323.22208
0.015084659;-0.0029868467;-0.0029868467;323.19604
0.014993026;-0.0029034188;-0.0029034188;323.22763
0.014833839;-0.0027933603;-0.0027933603;323.28812
0.014856038;-0.0028128193;-0.0028128193;323.28812
0.01479789;-0.0027306278;-0.0027306278;323.27069
0.014789119;-0.0026873508;-0.0026873508;323.27069
0.014646412;-0.0025850814;-0.0025850814;323.24323
0.014589039;-0.0025333103;-0.0025333103;323.24323
0.014680828;-0.0025114377;-0.0025114377;323.20651
